lat_grid,lon_grid,customers,churned_customers,avg_cltv,revenue,churn_rate_pct,revenue_at_risk
34.1,-118.45,5,0,4611.0,20585.57,0.0,0.0
34.1,-118.41,5,0,3983.0,20459.49,0.0,0.0
34.1,-118.33,6,5,4904.17,30003.28,83.33,22788.79
34.1,-118.06,5,0,4543.6,13559.77,0.0,0.0
34.1,-117.97,5,0,4218.6,34994.71,0.0,0.0
34.1,-117.91,5,2,4205.8,8653.59,40.0,1612.27
34.1,-117.82,8,7,3843.0,17296.75,87.5,17241.96
34.1,-117.58,5,1,4546.6,22021.07,20.0,2949.4
34.1,-117.04,4,1,4379.25,25461.33,25.0,79.74
34.1,-116.59,5,0,4449.4,20218.44,0.0,0.0
34.11,-119.1,4,1,4171.5,9467.09,25.0,249.88
34.11,-118.36,5,0,4478.4,15559.69,0.0,0.0
34.11,-118.26,5,2,3971.2,10717.06,40.0,1035.1
34.11,-118.23,5,1,4061.2,7993.0,20.0,1910.88
34.11,-118.16,5,3,3100.6,11365.78,60.0,10223.49
34.11,-118.09,4,1,4348.0,10741.3,25.0,1050.92
34.11,-117.66,5,0,3988.6,8764.3,0.0,0.0
34.11,-117.38,4,0,4654.0,15799.4,0.0,0.0
34.11,-117.3,4,1,4906.5,9008.22,25.0,88.37
34.11,-117.29,4,2,4872.5,12308.9,50.0,9321.67
34.12,-118.61,5,1,4105.4,24230.02,20.0,63.72
34.12,-118.19,5,2,5429.0,14686.01,40.0,2094.55
34.12,-118.11,5,2,3951.2,6503.72,40.0,2238.56
34.12,-117.86,5,1,4447.0,13452.96,20.0,77.75
34.12,-117.32,4,1,4291.0,11783.27,25.0,36.9
34.13,-118.89,5,1,4695.4,9047.57,20.0,386.33
34.13,-118.76,5,2,4507.2,10641.88,40.0,9785.04
34.13,-118.68,5,0,4453.0,14108.78,0.0,0.0
34.13,-118.3,5,2,3249.2,4823.47,40.0,810.86
34.13,-118.05,5,1,4013.2,10944.19,20.0,472.7
34.13,-117.72,5,2,4315.4,17983.08,40.0,4429.87
34.13,-117.61,5,0,4502.0,30911.91,0.0,0.0
34.13,-117.52,5,1,3397.6,12683.64,20.0,996.95
34.13,-117.15,3,0,3929.67,1193.64,0.0,0.0
34.14,-118.39,5,0,4909.0,7699.01,0.0,0.0
34.14,-118.33,5,1,4981.6,8625.01,20.0,99.26
34.14,-118.26,5,2,4655.8,20278.45,40.0,895.66
34.14,-118.25,5,1,4898.8,8459.36,20.0,733.35
34.14,-118.21,5,2,3877.6,21034.09,40.0,6670.01
34.14,-118.17,5,2,3973.6,9885.01,40.0,5215.21
34.14,-118.13,5,1,4456.6,13562.73,20.0,1806.75
34.14,-118.03,5,0,4067.8,9260.93,0.0,0.0
34.14,-117.77,5,0,4769.0,18079.88,0.0,0.0
34.14,-117.66,5,0,4401.2,7144.97,0.0,0.0
34.14,-117.46,4,1,3943.75,8415.48,25.0,488.66
34.14,-117.3,4,1,3648.5,10802.36,25.0,59.88
34.14,-114.37,5,0,4572.2,13674.94,0.0,0.0
34.15,-118.59,5,0,4539.2,14295.39,0.0,0.0
34.15,-118.52,5,1,4981.0,10962.5,20.0,36.41
34.15,-118.49,5,0,4634.2,13132.17,0.0,0.0
34.15,-118.46,5,1,4253.2,14613.22,20.0,434.24
34.15,-118.43,5,3,4852.4,12380.39,60.0,2451.93
34.15,-118.36,5,0,3881.2,15795.92,0.0,0.0
34.15,-118.26,5,2,4001.0,8386.31,40.0,205.42
34.15,-118.14,5,0,4332.8,19089.96,0.0,0.0
34.15,-118.0,5,1,4593.2,9557.28,20.0,398.26
34.15,-117.96,5,2,4029.8,5059.14,40.0,4695.06
34.15,-117.85,5,1,3469.0,12239.29,20.0,2716.96
34.16,-119.12,4,0,4157.5,14809.42,0.0,0.0
34.16,-118.55,5,2,4101.4,20718.66,40.0,12742.52
34.16,-118.2,5,3,4906.0,6410.76,60.0,5694.59
34.16,-118.09,5,3,4164.0,12567.13,60.0,11662.41
34.16,-117.4,4,2,4143.5,1602.62,50.0,1308.36
34.16,-116.43,5,0,3669.4,12374.69,0.0,0.0
34.17,-118.95,5,0,4797.0,11564.26,0.0,0.0
34.17,-118.4,5,1,3653.8,17966.79,20.0,3135.22
34.17,-118.37,4,3,3893.25,6054.27,75.0,3212.66
34.17,-118.35,5,0,4550.0,10172.52,0.0,0.0
34.17,-118.32,5,0,5060.6,20712.24,0.0,0.0
34.17,-118.29,5,0,4172.2,11374.06,0.0,0.0
34.17,-118.27,5,2,4169.2,6542.78,40.0,2590.83
34.17,-118.17,5,2,3658.0,13260.46,40.0,7472.75
34.17,-118.12,5,1,4771.8,12873.9,20.0,226.45
34.17,-118.06,5,1,5318.6,17267.0,20.0,2610.25
34.17,-117.87,5,1,5277.4,27059.79,20.0,5716.42
34.17,-116.86,4,1,3559.25,744.72,25.0,97.72
34.17,-116.28,4,0,4486.25,13463.3,0.0,0.0
34.18,-119.22,4,1,4263.0,8574.5,25.0,3204.15
34.18,-118.62,5,1,4108.4,11355.52,20.0,811.17
34.18,-118.46,5,3,3717.0,13053.85,60.0,3785.6
34.18,-118.43,5,1,3906.4,13731.13,20.0,330.7
34.18,-118.31,5,2,4672.2,24662.49,40.0,5877.44
34.18,-118.26,5,2,3820.8,12983.7,40.0,56.85
34.18,-117.22,4,1,4200.0,18433.4,25.0,7746.65
34.19,-118.82,5,1,5273.8,15249.1,20.0,8373.29
34.19,-118.78,5,0,4311.8,23148.78,0.0,0.0
34.19,-118.39,5,1,4262.4,16845.48,20.0,60.34
34.19,-118.3,5,3,4801.0,17049.39,60.0,8454.66
34.19,-117.08,4,3,5434.25,13859.07,75.0,12047.73
34.2,-118.68,5,0,4459.8,17335.95,0.0,0.0
34.2,-118.6,5,1,2977.0,12119.49,20.0,932.54
34.2,-118.54,5,2,5211.0,15459.5,40.0,571.55
34.2,-118.49,5,0,3809.8,6239.46,0.0,0.0
34.2,-118.45,5,0,4313.2,20847.15,0.0,0.0
34.2,-118.24,5,1,4223.8,16342.13,20.0,445.85
34.2,-118.14,5,1,4095.2,9484.84,20.0,2290.92
34.2,-116.59,5,0,4363.4,31372.38,0.0,0.0
34.21,-118.99,4,1,3775.0,20095.03,25.0,2770.35
34.21,-118.88,5,1,4611.6,13211.35,20.0,2549.61
34.21,-118.58,5,1,5751.8,18742.85,20.0,1427.72
34.21,-118.4,6,5,4806.67,6683.71,83.33,5046.76
34.21,-118.32,5,1,3561.2,6680.29,20.0,111.45
34.21,-118.23,5,1,5195.0,17717.37,20.0,1267.3
34.22,-119.18,4,2,4065.5,5689.69,50.0,5234.69
34.22,-118.63,5,2,3900.0,14013.37,40.0,887.32
34.23,-119.08,4,3,3979.0,9006.33,75.0,1956.98
34.23,-118.34,5,1,4290.6,21274.76,20.0,184.12
34.23,-118.15,5,1,4410.8,23680.06,20.0,5300.09
34.23,-117.66,5,0,3150.0,8628.56,0.0,0.0
34.24,-118.55,5,1,3370.0,20582.41,20.0,1826.97
34.24,-118.52,5,1,4025.6,12176.95,20.0,78.75
34.24,-118.48,5,1,4013.8,14921.48,20.0,3147.5
34.24,-118.25,5,0,3837.4,16424.05,0.0,0.0
34.24,-117.53,4,1,4334.25,30258.22,25.0,1012.46
34.24,-117.07,3,1,4438.33,8555.42,33.33,949.73
34.24,-116.9,4,0,4089.75,16266.43,0.0,0.0
34.24,-116.83,4,1,4381.75,10620.41,25.0,114.74
34.25,-117.64,5,2,4522.2,8271.36,40.0,3608.14
34.25,-117.39,4,0,5473.0,12734.16,0.0,0.0
34.25,-117.29,4,2,3794.0,9947.22,50.0,7285.58
34.26,-118.42,5,2,4595.2,3260.19,40.0,497.21
34.26,-117.19,4,0,4081.75,10691.72,0.0,0.0
34.26,-117.18,4,1,4455.0,5266.08,25.0,83.08
34.27,-118.77,4,1,5352.25,14976.28,25.0,2644.51
34.27,-118.46,5,2,4812.2,17816.21,40.0,7034.46
34.27,-116.94,4,1,4609.5,18089.54,25.0,4870.52
34.27,-114.19,4,0,5144.75,18998.77,0.0,0.0
34.28,-119.22,4,2,4323.25,14748.29,50.0,1409.21
34.28,-119.17,4,0,3960.75,17139.22,0.0,0.0
34.28,-118.56,5,1,3970.0,13954.01,20.0,94.78
34.28,-118.31,5,1,4924.4,24578.51,20.0,3732.18
34.28,-116.77,3,1,4361.0,2311.86,33.33,323.81
34.29,-118.6,5,1,3784.6,10464.65,20.0,4660.6
34.29,-118.51,5,1,4348.0,13764.41,20.0,1930.35
34.29,-118.44,5,1,4106.6,4515.76,20.0,50.35
34.3,-119.01,4,2,5216.75,13658.07,50.0,1260.87
34.3,-118.69,4,0,4089.25,12915.78,0.0,0.0
34.3,-118.24,5,3,3865.8,12464.19,60.0,11131.26
34.31,-118.86,4,2,4399.75,9818.4,50.0,264.01
34.32,-118.4,5,1,4244.2,19541.01,20.0,3242.45
34.34,-116.54,4,0,4645.75,13642.65,0.0,0.0
34.36,-119.31,4,2,3886.75,10527.36,50.0,514.58
34.36,-118.62,5,2,3337.4,4792.47,40.0,1316.21
34.36,-117.62,4,4,4015.5,5173.4,100.0,5173.4
34.36,-117.34,4,0,3786.25,13421.99,0.0,0.0
34.37,-118.5,5,1,5128.2,30731.5,20.0,747.0
34.4,-119.3,4,1,3877.5,14742.18,25.0,276.09
34.4,-119.09,4,2,4999.75,24401.24,50.0,17155.16
34.4,-117.73,4,1,5640.25,24217.65,25.0,5997.3
34.41,-119.73,4,0,4466.75,4202.8,0.0,0.0
34.41,-118.87,4,0,3994.75,14475.85,0.0,0.0
34.42,-119.71,4,2,3922.25,15508.87,50.0,14039.17
34.42,-119.6,4,3,4560.25,7946.09,75.0,7541.38
34.42,-118.42,5,2,5343.8,14256.25,40.0,127.95
34.42,-117.18,4,1,3766.0,14626.04,25.0,1683.22
34.43,-118.73,4,3,5061.5,7961.92,75.0,7237.57
34.44,-119.77,4,4,3903.0,20587.62,100.0,20587.62
34.44,-119.69,4,1,4792.25,11965.57,25.0,88.82
34.44,-119.51,4,1,5570.0,18201.09,25.0,799.2
34.44,-118.64,5,2,4293.2,11825.72,40.0,1166.33
34.44,-117.54,4,2,4118.75,5269.34,50.0,1007.2
34.45,-117.89,4,3,3833.0,20867.95,75.0,10563.45
34.46,-119.8,4,0,2627.5,4902.75,0.0,0.0
34.46,-119.63,4,2,4575.5,11648.22,50.0,11224.27
34.46,-118.57,5,1,5106.2,14956.25,20.0,6108.9
34.46,-117.63,4,0,5206.5,11042.97,0.0,0.0
34.46,-116.14,5,1,4127.6,19187.51,20.0,321.75
34.49,-120.09,4,0,4530.0,18294.11,0.0,0.0
34.49,-117.36,4,1,4386.75,17395.74,25.0,1064.85
34.5,-118.41,5,2,4811.6,6854.7,40.0,2567.35
34.5,-118.21,4,0,4711.0,12156.36,0.0,0.0
34.5,-117.77,4,0,2989.5,11839.45,0.0,0.0
34.51,-118.7,5,2,4376.4,23144.06,40.0,10677.7
34.51,-117.96,4,0,4394.75,10168.09,0.0,0.0
34.51,-116.86,4,2,4400.25,6742.33,50.0,506.16
34.54,-118.08,4,1,4482.0,7576.67,25.0,1576.0
34.56,-118.03,4,1,4629.25,13696.4,25.0,2178.6
34.56,-115.64,5,1,4147.2,14576.14,20.0,41.74
34.57,-117.36,4,1,4220.0,6656.41,25.0,4885.45
34.58,-118.93,4,1,4321.25,14254.99,25.0,95.76
34.6,-120.38,3,1,4788.0,9400.63,33.33,113.48
34.6,-117.8,4,3,4035.0,9894.93,75.0,8490.07
34.61,-118.26,4,1,3158.5,8024.64,25.0,5997.04
34.62,-120.14,4,1,3836.75,15288.83,25.0,1751.98
34.63,-120.24,4,2,4821.25,12051.54,50.0,2052.02
34.63,-120.03,4,0,3981.25,7992.5,0.0,0.0
34.65,-117.3,4,1,4387.25,12627.79,25.0,107.04
34.66,-118.58,4,2,3878.25,20942.08,50.0,5705.03
34.67,-117.54,5,1,4364.8,18235.49,20.0,4005.02
34.7,-120.03,4,0,3953.25,9145.91,0.0,0.0
34.7,-116.09,3,2,5255.67,7217.18,66.67,2994.51
34.71,-117.89,4,2,3731.0,6651.35,50.0,2353.15
34.71,-114.7,4,0,3706.5,12697.49,0.0,0.0
34.73,-118.15,4,1,3684.25,1899.23,25.0,1495.3
34.74,-118.38,4,2,3501.0,7942.05,50.0,800.43
34.76,-120.55,3,2,4167.33,9941.94,66.67,1330.53
34.76,-120.28,3,1,3609.33,8957.47,33.33,43.71
34.76,-117.34,4,0,3754.5,15979.41,0.0,0.0
34.82,-120.42,4,0,4854.25,6626.97,0.0,0.0
34.83,-119.0,4,0,4561.75,14966.88,0.0,0.0
34.85,-118.89,4,1,4510.0,3513.7,25.0,335.04
34.87,-120.54,4,1,3753.0,13002.62,25.0,55.07
34.88,-116.82,4,1,4066.25,2206.64,25.0,99.33
34.9,-118.41,4,1,4555.0,12651.97,25.0,35.9
34.91,-119.23,4,1,4433.75,11531.64,25.0,709.84
34.94,-120.59,4,1,4736.75,14587.91,25.0,350.94
34.94,-120.26,4,0,3641.25,3275.83,0.0,0.0
34.94,-115.29,4,0,4907.75,17964.06,0.0,0.0
34.96,-120.49,4,0,4634.75,26955.08,0.0,0.0
34.96,-119.75,4,1,4048.0,8120.48,25.0,39.92
34.96,-117.73,4,1,3159.25,5856.16,25.0,1272.95
34.97,-117.96,4,1,4058.75,6411.41,25.0,155.35
34.97,-117.0,3,0,5464.67,22667.44,0.0,0.0
34.98,-117.24,4,1,4302.75,4031.71,25.0,437.12
35.01,-116.83,4,1,3831.25,5708.28,25.0,914.32
35.05,-120.49,4,2,4842.75,17692.3,50.0,5785.59
35.06,-120.6,3,1,5902.67,20392.45,33.33,7188.02
35.07,-118.65,4,1,4550.0,8109.11,25.0,4965.41
35.1,-118.17,3,1,5017.33,14490.82,33.33,3053.6
35.12,-120.62,4,0,4407.25,7854.36,0.0,0.0
35.12,-118.82,4,0,5062.75,13650.62,0.0,0.0
35.14,-119.05,4,0,3982.0,10838.75,0.0,0.0
35.15,-117.93,4,0,4732.75,14232.84,0.0,0.0
35.16,-119.19,3,0,5563.33,12643.58,0.0,0.0
35.17,-120.66,3,1,5552.67,2378.12,33.33,680.06
35.18,-120.48,4,0,4220.0,5087.28,0.0,0.0
35.18,-119.4,4,2,3561.5,7552.59,50.0,1545.53
35.19,-120.73,4,0,4653.0,12089.31,0.0,0.0
35.21,-118.59,4,3,3907.25,7372.9,75.0,2175.31
35.22,-119.57,4,3,4842.5,2626.72,75.0,2322.59
35.23,-120.63,4,2,4523.5,6039.53,50.0,1115.56
35.24,-120.73,3,0,4899.67,10180.87,0.0,0.0
35.25,-118.91,4,0,4926.0,13376.26,0.0,0.0
35.28,-120.82,4,1,4459.25,3520.46,25.0,92.12
35.28,-118.96,4,0,4926.75,10590.91,0.0,0.0
35.29,-116.09,4,1,3517.5,3305.82,25.0,137.85
35.3,-120.26,4,0,4827.75,14035.75,0.0,0.0
35.32,-119.4,4,0,4985.25,28852.62,0.0,0.0
35.34,-119.06,4,0,3899.5,10128.75,0.0,0.0
35.34,-119.02,4,0,5210.0,14950.59,0.0,0.0
35.35,-116.77,4,0,4951.0,7463.49,0.0,0.0
35.36,-118.53,4,1,4307.25,4462.65,25.0,84.75
35.36,-117.64,2,2,3288.5,2235.29,100.0,2235.29
35.37,-120.76,4,1,4494.25,4105.61,25.0,2861.6
35.38,-119.73,4,2,4133.25,9648.33,50.0,6051.25
35.38,-119.02,4,0,4943.25,21675.43,0.0,0.0
35.39,-119.25,4,1,3886.25,8153.66,25.0,93.25
35.39,-118.98,4,0,4458.5,12623.45,0.0,0.0
35.41,-117.77,4,1,3925.0,5593.13,25.0,662.0
35.45,-120.69,4,0,4313.75,10912.99,0.0,0.0
35.45,-119.49,4,2,4872.0,8123.01,50.0,1072.98
35.45,-118.84,4,1,3543.5,7025.92,25.0,44.31
35.48,-120.47,4,0,4973.0,10783.21,0.0,0.0
35.48,-115.52,4,0,5156.25,20888.48,0.0,0.0
35.49,-119.29,4,2,4105.25,8575.67,50.0,783.41
35.51,-120.92,4,0,4908.75,13103.24,0.0,0.0
35.52,-118.4,4,3,3956.0,4749.64,75.0,2228.04
35.54,-120.74,4,3,4370.5,17225.7,75.0,17017.78
35.56,-118.93,4,0,5919.5,13923.07,0.0,0.0
35.56,-118.24,4,0,3224.25,6415.04,0.0,0.0
35.59,-121.03,4,0,5052.25,23745.43,0.0,0.0
35.61,-118.47,4,0,4485.75,18532.4,0.0,0.0
35.63,-120.73,4,0,5049.5,12956.29,0.0,0.0
35.63,-120.29,4,0,4848.0,21215.28,0.0,0.0
35.64,-119.89,4,0,3925.5,16545.98,0.0,0.0
35.65,-119.45,4,1,4007.5,11324.37,25.0,3308.39
35.67,-119.19,4,0,4028.25,8733.21,0.0,0.0
35.69,-118.55,3,0,4794.33,5320.95,0.0,0.0
35.71,-118.88,4,2,3413.75,4646.63,50.0,4201.35
35.74,-118.74,4,0,4590.75,20735.32,0.0,0.0
35.75,-121.22,4,0,4658.5,11007.21,0.0,0.0
35.77,-119.21,4,2,4412.75,15946.43,50.0,5599.27
35.81,-119.13,4,1,3667.75,4548.11,25.0,27.39
35.84,-121.0,4,2,4079.75,5627.64,50.0,838.44
35.85,-119.0,4,1,4873.25,4725.67,25.0,507.56
35.85,-118.4,4,1,4522.5,13500.13,25.0,96.05
35.86,-119.31,4,1,4211.0,13516.69,25.0,301.08
35.86,-118.64,4,1,3101.75,9217.3,25.0,62.25
35.87,-119.5,4,3,4350.75,11860.65,75.0,9207.77
35.87,-118.7,4,1,4177.25,7404.4,25.0,777.44
35.89,-120.61,4,0,4437.75,10168.91,0.0,0.0
35.92,-120.13,4,3,4104.5,14107.16,75.0,7165.42
35.92,-116.19,4,1,4263.25,13365.48,25.0,244.08
35.93,-121.19,4,2,4853.0,14495.9,50.0,4644.12
35.94,-119.04,4,1,5113.0,10617.44,25.0,7447.13
35.96,-119.33,4,0,4144.25,17685.24,0.0,0.0
35.99,-121.06,4,2,4567.0,13464.87,50.0,5210.47
36.0,-120.85,4,0,3460.25,11500.54,0.0,0.0
36.0,-120.0,4,0,4442.75,13106.71,0.0,0.0
36.01,-118.89,4,1,3878.75,14081.43,25.0,3912.94
36.05,-119.53,4,1,4574.0,15757.08,25.0,55.14
36.06,-118.59,4,2,5227.25,10708.2,50.0,8016.72
36.13,-120.86,4,2,3594.75,5750.35,50.0,4125.59
36.14,-119.13,4,1,2934.25,7123.69,25.0,1009.55
36.18,-119.81,4,1,3972.25,11349.62,25.0,37.56
36.19,-120.39,4,2,3744.25,13894.53,50.0,6355.14
36.19,-119.38,4,1,5428.0,11145.48,25.0,161.35
36.21,-119.09,4,1,4530.75,19281.98,25.0,372.65
36.22,-120.98,4,1,5401.5,24015.05,25.0,450.26
36.22,-120.08,4,2,4227.0,13042.0,50.0,863.04
36.25,-121.39,4,1,4300.75,11803.16,25.0,51.54
36.25,-118.69,4,0,4728.75,18374.77,0.0,0.0
36.28,-117.03,4,0,5389.0,17878.66,0.0,0.0
36.29,-119.62,4,0,3942.25,16959.71,0.0,0.0
36.3,-119.83,4,1,3876.0,7554.93,25.0,1185.85
36.3,-119.38,4,2,5682.25,11792.28,50.0,7213.62
36.3,-119.2,4,1,5047.5,14956.86,25.0,3020.12
36.3,-119.02,4,3,4335.0,3768.42,75.0,2416.02
36.3,-117.87,4,1,4660.5,4348.31,25.0,106.63
36.32,-119.71,4,2,4233.0,1627.45,50.0,1480.43
36.32,-117.59,4,0,5468.25,17579.26,0.0,0.0
36.36,-121.87,4,0,5366.25,19290.04,0.0,0.0
36.38,-119.21,3,1,4139.0,13121.4,33.33,705.58
36.39,-119.37,4,0,5095.25,15357.08,0.0,0.0
36.39,-119.22,4,1,4620.0,10159.53,25.0,31.18
36.4,-120.12,4,2,4342.0,20658.74,50.0,10645.84
36.41,-121.64,4,1,5273.0,13902.37,25.0,96.05
36.41,-121.36,4,0,4612.0,15391.15,0.0,0.0
36.41,-118.85,4,0,4743.5,7812.46,0.0,0.0
36.44,-119.72,4,0,4863.0,19014.53,0.0,0.0
36.45,-119.95,4,1,3720.5,14671.45,25.0,3867.57
36.46,-121.85,4,1,4360.5,11688.05,25.0,52.08
36.46,-119.49,4,1,3534.0,5820.82,25.0,1088.66
36.46,-119.09,4,0,3933.5,16076.7,0.0,0.0
36.46,-119.0,4,2,4032.5,17278.37,50.0,3004.97
36.48,-119.52,4,1,5316.75,18710.43,25.0,56.35
36.49,-120.41,4,1,5160.5,15527.67,25.0,1004.74
36.5,-119.29,4,1,3208.25,9686.29,25.0,4406.81
36.52,-120.12,4,1,4493.0,7252.84,25.0,2585.17
36.52,-119.39,4,3,3858.5,3636.37,75.0,3337.67
36.53,-121.4,4,0,4727.0,15542.18,0.0,0.0
36.53,-120.95,4,0,4728.75,10163.48,0.0,0.0
36.53,-119.87,4,0,3687.5,5717.95,0.0,0.0
36.53,-118.59,4,1,4399.5,6750.21,25.0,24.25
36.55,-121.92,4,1,5148.75,20592.39,25.0,89.84
36.55,-119.64,4,2,3675.25,1613.53,50.0,898.5
36.55,-119.34,4,0,5181.75,13338.15,0.0,0.0
36.56,-117.96,4,0,3824.75,9142.4,0.0,0.0
36.59,-121.94,4,1,4416.75,16226.07,25.0,5492.34
36.59,-119.91,4,0,5132.0,25355.41,0.0,0.0
36.6,-121.44,4,1,4477.0,16067.84,25.0,886.12
36.6,-120.15,4,1,3514.0,8792.95,25.0,1937.93
36.6,-119.18,4,2,4335.75,12083.91,50.0,427.8
36.62,-121.93,4,1,5277.5,2357.32,25.0,633.26
36.62,-121.65,4,0,5563.75,11946.71,0.0,0.0
36.62,-121.62,4,1,4430.25,11171.02,25.0,2263.52
36.62,-119.74,4,0,4336.25,14025.12,0.0,0.0
36.62,-119.52,4,1,4120.5,16271.1,25.0,3576.43
36.63,-121.82,4,2,4326.25,15558.02,50.0,1076.53
36.63,-119.67,4,1,5248.5,10469.19,25.0,1443.54
36.63,-119.3,4,0,4431.0,9484.08,0.0,0.0
36.64,-121.62,4,2,4327.75,14014.07,50.0,603.19
36.64,-120.29,4,2,3903.0,17890.08,50.0,10829.64
36.64,-119.42,4,0,3582.75,11570.39,0.0,0.0
36.65,-119.9,4,2,4664.75,13689.39,50.0,8372.05
36.65,-118.92,4,1,4092.0,9742.38,25.0,67.86
36.66,-119.6,4,0,4674.25,21204.34,0.0,0.0
36.67,-121.6,4,0,4316.75,20318.86,0.0,0.0
36.69,-121.76,4,3,3934.75,5563.67,75.0,2276.6
36.7,-119.02,4,1,4600.75,20298.87,25.0,8103.45
36.72,-121.63,4,1,4873.5,8934.45,25.0,273.52
36.72,-119.2,4,2,4718.5,5830.58,50.0,548.94
36.73,-120.12,4,1,3959.5,5039.4,25.0,561.27
36.73,-119.78,4,1,4350.75,3775.64,25.0,122.75
36.74,-119.75,4,3,3992.25,15659.82,75.0,10301.42
36.75,-119.79,4,0,4741.5,19723.01,0.0,0.0
36.75,-119.68,4,0,5668.0,22976.15,0.0,0.0
36.76,-119.82,4,0,4600.75,15783.53,0.0,0.0
36.77,-121.66,4,0,3896.75,4341.76,0.0,0.0
36.77,-119.76,4,1,3535.75,8379.02,25.0,76.84
36.78,-121.76,4,0,3793.0,14422.3,0.0,0.0
36.79,-120.63,4,0,3702.0,2658.89,0.0,0.0
36.79,-119.93,4,1,4462.25,7136.44,25.0,3615.25
36.79,-119.83,4,1,3211.25,9048.43,25.0,2251.2
36.79,-119.76,4,1,4422.0,7539.36,25.0,541.85
36.79,-119.14,4,1,4497.25,8735.72,25.0,1950.84
36.8,-120.02,4,3,3480.25,8361.88,75.0,7812.1
36.8,-119.8,4,0,4145.5,24597.85,0.0,0.0
36.81,-121.5,4,1,5218.25,5401.55,25.0,184.3
36.81,-119.71,4,2,3724.75,5824.47,50.0,2136.57
36.81,-118.9,4,2,5082.5,13895.89,50.0,624.49
36.82,-119.76,4,0,4672.5,12247.31,0.0,0.0
36.82,-119.44,4,1,5628.25,15633.56,25.0,2191.45
36.83,-119.83,1,1,2653.0,681.4,100.0,681.4
36.84,-119.8,4,1,5481.75,13635.82,25.0,3198.56
36.86,-121.78,4,1,4842.5,21450.49,25.0,124.83
36.87,-118.19,4,1,4125.75,5322.47,25.0,1087.94
36.88,-121.63,4,1,4998.0,17339.16,25.0,663.55
36.88,-119.76,4,1,3581.5,5531.96,25.0,446.1
36.9,-120.19,4,1,4390.0,20266.33,25.0,5015.5
36.92,-119.59,4,0,5013.5,11373.2,0.0,0.0
36.93,-121.75,4,1,4151.25,9454.38,25.0,45.3
36.94,-121.79,4,1,4617.0,13753.41,25.0,1465.16
36.96,-120.65,4,3,4319.25,16169.11,75.0,13951.84
36.97,-121.99,4,1,3938.5,5603.74,25.0,256.02
36.98,-121.95,4,1,3875.25,7711.76,25.0,222.72
36.99,-122.1,4,2,4237.0,3923.42,50.0,766.99
36.99,-119.35,4,1,4828.25,21205.35,25.0,7082.2
36.99,-119.24,4,0,3886.75,3845.47,0.0,0.0
37.0,-120.96,4,0,4259.25,12115.83,0.0,0.0
37.0,-119.93,4,2,4649.25,10030.79,50.0,6835.52
37.01,-122.07,4,0,4659.75,9520.82,0.0,0.0
37.01,-121.88,4,1,3937.5,4765.89,25.0,2055.91
37.01,-119.51,4,1,4819.75,23430.43,25.0,7361.72
37.02,-121.95,4,0,4909.0,11276.3,0.0,0.0
37.03,-121.98,4,1,4796.0,11780.7,25.0,61.43
37.03,-119.69,4,1,4298.25,12788.67,25.0,1313.55
37.04,-121.53,4,1,4236.0,9509.06,25.0,1091.26
37.05,-122.06,4,0,4841.0,17673.26,0.0,0.0
37.05,-120.63,4,0,4807.25,2522.35,0.0,0.0
37.05,-118.4,4,0,4491.25,13559.13,0.0,0.0
37.07,-122.01,4,0,4975.0,14579.45,0.0,0.0
37.08,-122.09,4,1,4549.25,16050.69,25.0,10507.21
37.08,-121.61,4,1,4689.25,14436.5,25.0,3200.35
37.09,-122.06,4,1,4178.0,9146.72,25.0,96.75
37.1,-120.27,4,0,4077.5,8041.56,0.0,0.0
37.11,-122.24,4,2,3728.25,7358.94,50.0,1267.81
37.11,-122.1,4,0,4452.5,12064.25,0.0,0.0
37.13,-120.51,4,0,5123.25,14765.8,0.0,0.0
37.14,-119.66,4,0,3076.25,9705.97,0.0,0.0
37.15,-121.12,4,1,3995.75,8265.36,25.0,116.27
37.16,-121.95,4,0,5174.75,14449.12,0.0,0.0
37.16,-121.65,4,2,4471.0,11644.48,50.0,2860.0
37.17,-122.14,4,4,3688.5,15807.02,100.0,15807.02
37.17,-119.3,4,1,4282.25,9721.47,25.0,786.49
37.19,-121.84,4,1,4216.5,12540.41,25.0,894.9
37.21,-119.75,4,0,5027.75,18716.17,0.0,0.0
37.22,-121.99,4,2,3749.75,3430.98,50.0,2172.44
37.22,-121.76,4,1,4758.75,14187.84,25.0,204.73
37.22,-119.0,4,2,3311.0,7332.42,50.0,150.49
37.23,-122.3,4,1,4823.0,13105.44,25.0,24.6
37.23,-121.95,4,2,3237.75,6858.08,50.0,3401.62
37.23,-121.79,4,0,2800.75,6713.03,0.0,0.0
37.24,-121.83,4,1,4833.25,14452.12,25.0,24.75
37.24,-119.47,4,1,3626.0,8196.46,25.0,114.85
37.25,-121.75,4,0,4751.75,15497.79,0.0,0.0
37.25,-120.25,4,0,5017.75,16436.53,0.0,0.0
37.25,-119.96,4,0,3936.75,15425.98,0.0,0.0
37.25,-118.06,4,1,5343.25,28103.55,25.0,10718.96
37.26,-122.05,4,0,4838.0,15301.05,0.0,0.0
37.26,-121.92,4,0,4739.5,16431.9,0.0,0.0
37.26,-121.89,4,0,3656.25,15147.33,0.0,0.0
37.26,-120.49,4,0,3695.75,6977.11,0.0,0.0
37.27,-122.26,4,2,4419.0,6423.7,50.0,1620.85
