state,city,customers,churned_customers,avg_cltv,total_revenue,avg_monthly_charge,avg_satisfaction,churn_rate_pct,revenue_at_risk
California,Gazelle,4,0,4333.75,20995.0,63.35,3.5,0.0,0.0
California,Georgetown,4,0,4379.0,11433.34,41.81,4.0,0.0,0.0
California,Gerber,4,0,4035.5,9121.74,53.4,3.75,0.0,0.0
California,Geyserville,4,0,5770.0,13137.98,69.64,4.0,0.0,0.0
California,Gilroy,4,1,4236.0,9509.06,60.61,3.0,25.0,1091.26
California,Glen Ellen,4,1,4544.25,11094.77,45.79,3.0,25.0,1161.5
California,Glencoe,4,2,4686.25,11869.8,69.88,2.25,50.0,315.9
California,Glendale,40,13,4355.95,90777.55,58.42,3.12,32.5,10622.55
California,Glendora,10,2,3958.0,25692.25,61.63,3.6,20.0,2794.71
California,Glenhaven,4,0,3843.5,10303.27,57.99,3.75,0.0,0.0
California,Glenn,4,0,5058.75,15865.8,76.34,3.5,0.0,0.0
California,Glennville,4,0,4590.75,20735.32,78.4,3.5,0.0,0.0
California,Gold Run,4,0,3710.75,15253.72,57.72,4.25,0.0,0.0
California,Goleta,4,0,4530.0,18294.11,68.53,4.0,0.0,0.0
California,Gonzales,4,0,4727.0,15542.18,61.01,3.5,0.0,0.0
California,Goodyears Bar,4,0,5203.75,20068.22,81.25,3.5,0.0,0.0
California,Granada Hills,5,1,4348.0,13764.41,63.47,3.8,20.0,1930.35
California,Grand Terrace,4,0,3920.5,18227.95,82.74,3.5,0.0,0.0
California,Granite Bay,4,1,3875.75,5774.39,39.25,3.75,25.0,25.1
California,Grass Valley,8,2,4026.5,12088.82,46.08,3.0,25.0,552.96
California,Graton,4,1,4908.25,10630.16,66.14,3.75,25.0,569.55
California,Green Valley Lake,3,1,4438.33,8555.42,95.62,3.33,33.33,949.73
California,Greenbrae,4,1,4909.0,12099.94,60.19,3.5,25.0,1424.44
California,Greenfield,4,1,4300.75,11803.16,61.24,3.5,25.0,51.54
California,Greenview,4,1,4699.0,14507.79,92.2,3.0,25.0,1286.7
California,Greenville,4,0,4930.25,13204.03,66.9,4.0,0.0,0.0
California,Greenwood,4,2,4276.0,11928.02,69.22,2.75,50.0,802.65
California,Grenada,4,0,4075.75,4720.36,28.96,4.5,0.0,0.0
California,Gridley,4,1,3830.0,15373.03,67.82,4.0,25.0,6286.63
California,Grimes,4,3,3854.0,6705.72,72.29,2.25,75.0,2911.22
California,Grizzly Flats,4,3,4493.0,19998.69,80.12,2.25,75.0,10695.86
California,Groveland,4,1,4287.75,8100.68,84.22,3.75,25.0,3560.05
California,Grover Beach,4,0,4407.25,7854.36,38.83,3.5,0.0,0.0
California,Guadalupe,4,1,4736.75,14587.91,56.39,2.75,25.0,350.94
California,Gualala,4,1,4453.75,27176.84,96.4,3.25,25.0,7787.94
California,Guatay,4,2,3481.0,8815.6,60.59,3.0,50.0,4660.07
California,Guerneville,4,1,5513.75,22827.25,84.42,3.25,25.0,1002.08
California,Guinda,4,2,4796.75,17416.15,84.66,3.25,50.0,3008.72
California,Gustine,4,1,3995.75,8265.36,64.55,3.25,25.0,116.27
California,Hacienda Heights,5,1,5044.0,14649.86,56.34,3.6,20.0,247.05
California,Half Moon Bay,4,1,5249.25,20516.91,92.21,2.5,25.0,3471.17
California,Hamilton City,4,1,5053.75,8406.95,57.4,3.25,25.0,253.88
California,Hanford,4,0,3942.25,16959.71,67.24,3.75,0.0,0.0
California,Happy Camp,4,2,4202.5,12118.15,62.45,2.75,50.0,10607.62
California,Harbor City,5,2,3967.8,14753.57,66.87,3.2,40.0,1404.03
California,Hat Creek,4,2,4907.0,7962.34,55.65,2.25,50.0,7840.23
California,Hathaway Pines,4,2,4279.75,17251.19,88.68,2.5,50.0,9293.78
California,Hawaiian Gardens,5,1,5151.6,20715.68,55.53,3.4,20.0,7699.72
California,Hawthorne,5,1,4376.6,18670.29,59.96,3.6,20.0,81.9
California,Hayward,16,5,4612.19,53069.97,62.02,3.19,31.25,9728.16
California,Healdsburg,4,1,4730.25,18002.0,62.12,3.75,25.0,3657.38
California,Heber,5,2,4961.8,17731.86,53.15,2.8,40.0,7376.58
California,Helendale,4,0,3754.5,15979.41,74.25,4.25,0.0,0.0
California,Helm,4,1,4493.0,7252.84,40.55,4.25,25.0,2585.17
California,Hemet,12,2,4415.75,39370.25,63.56,3.5,16.67,3088.88
California,Herald,4,1,4682.75,11335.47,69.85,3.0,25.0,3674.85
California,Hercules,4,0,4673.25,9470.27,56.22,3.5,0.0,0.0
California,Herlong,4,0,4553.0,15698.53,77.35,4.0,0.0,0.0
California,Hermosa Beach,5,3,4311.8,5655.55,65.8,2.4,60.0,877.8
California,Hesperia,4,0,3786.25,13421.99,70.89,3.5,0.0,0.0
California,Hickman,4,2,5054.75,14497.67,86.68,2.25,50.0,1242.32
California,Highland,3,0,3929.67,1193.64,29.73,4.0,0.0,0.0
California,Hilmar,4,0,4120.25,11693.86,73.11,3.25,0.0,0.0
California,Hinkley,4,1,4302.75,4031.71,56.75,2.5,25.0,437.12
California,Holtville,2,0,5120.0,4156.83,51.78,5.0,0.0,0.0
California,Homeland,4,2,4821.25,1400.54,54.51,3.0,50.0,289.85
California,Homewood,3,1,3445.0,1823.82,44.83,3.33,33.33,91.7
California,Honeydew,4,1,5726.25,24651.76,68.62,2.75,25.0,68.41
California,Hood,4,1,4433.5,24090.18,74.06,3.75,25.0,7435.88
California,Hoopa,4,1,5179.0,11130.01,68.78,3.0,25.0,976.22
California,Hopland,4,1,4696.75,9279.77,53.68,3.5,25.0,149.73
California,Hornbrook,4,1,5098.0,8908.56,79.39,2.75,25.0,247.22
California,Hornitos,4,0,4376.0,6786.95,55.91,4.25,0.0,0.0
California,Hughson,4,2,3337.0,6656.08,72.15,3.0,50.0,2223.73
California,Hume,4,2,5082.5,13895.89,79.54,3.0,50.0,624.49
California,Huntington Beach,16,4,4540.0,55349.62,57.89,3.25,25.0,15102.92
California,Huntington Park,5,3,4729.0,8824.98,71.55,2.8,60.0,2145.88
California,Huron,4,2,4227.0,13042.0,63.4,2.5,50.0,863.04
California,Hyampom,4,0,5056.0,6167.45,33.89,4.5,0.0,0.0
California,Hydesville,4,2,4674.75,16552.61,65.1,2.25,50.0,9392.52
California,Idyllwild,4,1,4889.75,10369.95,51.15,3.5,25.0,719.57
California,Igo,4,1,3466.5,14924.56,72.68,3.25,25.0,8414.62
California,Imperial,4,1,5510.25,15793.95,61.16,2.5,25.0,344.27
California,Imperial Beach,4,1,3260.5,7851.71,58.84,2.75,25.0,818.93
California,Independence,4,1,4125.75,5322.47,39.66,3.25,25.0,1087.94
California,Indian Wells,3,2,4558.67,6572.46,76.6,3.33,66.67,6439.25
California,Indio,9,2,4290.33,34048.74,90.02,3.56,22.22,3739.08
California,Inglewood,25,5,5006.24,73022.55,59.11,3.56,20.0,7035.43
California,Inverness,4,1,3543.25,3491.5,47.7,3.5,25.0,96.59
California,Ione,4,0,4551.25,23533.64,97.82,4.0,0.0,0.0
California,Irvine,28,5,4466.64,84035.92,60.61,3.54,17.86,11021.48
California,Isleton,4,1,4595.5,11535.17,59.28,3.5,25.0,91.39
California,Ivanhoe,4,1,4620.0,10159.53,41.16,3.0,25.0,31.18
California,Jackson,4,3,3802.75,5707.29,65.96,2.5,75.0,2929.44
California,Jacumba,2,0,3607.5,2040.07,51.68,4.0,0.0,0.0
California,Jamestown,4,1,4548.75,21143.33,84.65,3.5,25.0,2190.16
California,Jamul,3,0,4774.67,18694.63,102.25,3.33,0.0,0.0
California,Janesville,4,0,4471.5,16396.3,55.24,4.0,0.0,0.0
California,Jenner,4,1,4560.75,8229.67,44.68,3.25,25.0,884.15
California,Johannesburg,2,2,3288.5,2235.29,78.25,1.0,100.0,2235.29
California,Jolon,4,2,4853.0,14495.9,72.06,2.75,50.0,4644.12
California,Joshua Tree,4,0,4486.25,13463.3,51.51,4.0,0.0,0.0
California,Julian,4,1,4798.5,5749.22,72.74,3.25,25.0,442.7
California,Junction City,4,0,5560.25,16968.23,51.7,3.75,0.0,0.0
California,June Lake,4,0,3826.75,13162.68,31.05,3.25,0.0,0.0
California,Keeler,4,0,3824.75,9142.4,52.82,4.0,0.0,0.0
California,Keene,4,3,3907.25,7372.9,83.7,3.0,75.0,2175.31
California,Kelseyville,4,0,5648.5,29154.03,95.39,3.75,0.0,0.0
California,Kenwood,4,0,5021.25,20033.88,74.54,3.5,0.0,0.0
California,Kerman,4,1,3959.5,5039.4,55.22,4.25,25.0,561.27
California,Kernville,4,1,4522.5,13500.13,52.65,3.5,25.0,96.05
California,Kettleman City,4,0,4442.75,13106.71,69.2,4.5,0.0,0.0
California,Keyes,4,0,3704.5,6695.0,20.35,4.25,0.0,0.0
California,King City,4,1,5401.5,24015.05,100.26,3.25,25.0,450.26
California,Kings Beach,4,1,3592.75,10387.55,68.39,3.5,25.0,452.64
California,Kingsburg,4,1,5316.75,18710.43,57.98,3.0,25.0,56.35
California,Kirkwood,4,1,2631.25,9226.73,60.78,3.25,25.0,1412.9
California,Klamath,4,1,4821.25,20110.61,77.09,3.25,25.0,3653.96
California,Klamath River,4,2,3848.5,9467.14,93.79,2.75,50.0,3108.46
California,Kneeland,4,0,3889.5,16501.89,61.71,4.25,0.0,0.0
California,Knights Landing,4,1,4267.0,17027.82,76.59,3.0,25.0,2260.42
California,Korbel,4,1,4055.5,3532.67,37.03,3.0,25.0,126.07
California,Kyburz,4,1,4862.5,8081.61,35.64,3.5,25.0,42.52
California,La Canada Flintridge,5,1,4410.8,23680.06,74.63,3.2,20.0,5300.09
California,La Crescenta,5,0,3837.4,16424.05,59.79,3.6,0.0,0.0
California,La Grange,4,1,4389.0,27176.83,81.44,2.75,25.0,7889.85
California,La Habra,5,2,5030.6,7926.81,62.57,3.0,40.0,367.27
California,La Honda,4,0,4691.25,6919.33,33.0,4.25,0.0,0.0
California,La Jolla,4,0,4208.75,11349.68,67.59,4.25,0.0,0.0
California,La Mesa,10,1,4478.3,34998.02,74.34,4.1,10.0,4428.28
California,La Mirada,5,0,3671.4,12774.78,73.86,3.8,0.0,0.0
California,La Palma,5,3,4778.4,24177.38,95.45,3.4,60.0,5017.03
California,La Puente,9,6,4887.0,12170.94,58.0,2.11,66.67,3427.36
California,La Quinta,5,1,4366.0,9845.78,52.71,2.8,20.0,2031.17
California,La Verne,5,0,4769.0,18079.88,66.67,5.0,0.0,0.0
California,Ladera Ranch,4,1,4318.5,11547.11,83.55,3.25,25.0,363.93
California,Lafayette,4,1,4248.75,11405.31,51.54,2.75,25.0,157.26
California,Laguna Beach,4,1,3491.5,12527.58,67.04,3.25,25.0,4996.18
California,Laguna Hills,4,0,4412.75,9376.75,52.16,4.25,0.0,0.0
California,Laguna Niguel,4,0,3819.25,9258.79,39.89,3.75,0.0,0.0
California,Lagunitas,4,0,3845.5,10610.3,44.91,4.0,0.0,0.0
California,Lake Arrowhead,4,0,4081.75,10691.72,49.81,4.25,0.0,0.0
California,Lake Elsinore,8,2,5141.75,18800.31,69.4,3.38,25.0,447.36
California,Lake Forest,4,2,3720.5,4583.73,52.75,2.75,50.0,2307.85
California,Lake Hughes,4,2,3878.25,20942.08,94.58,2.5,50.0,5705.03
California,Lake Isabella,4,0,4485.75,18532.4,60.34,4.25,0.0,0.0
California,Lakehead,4,1,4898.5,13525.13,59.58,4.0,25.0,431.63
California,Lakeport,4,1,3379.25,7392.77,71.06,3.25,25.0,117.56
California,Lakeshore,4,0,3850.75,19720.81,83.48,4.0,0.0,0.0
California,Lakeside,4,0,5156.0,17122.65,55.88,3.5,0.0,0.0
California,Lakewood,17,8,4086.53,56511.55,69.84,3.06,47.06,20989.97
California,Lamont,4,0,4926.0,13376.26,63.32,4.25,0.0,0.0
California,Lancaster,12,5,3638.75,16492.63,50.89,2.58,41.67,4648.88
California,Landers,4,0,4645.75,13642.65,47.44,4.25,0.0,0.0
California,Larkspur,4,2,4880.0,11052.77,47.36,3.0,50.0,7743.06
California,Lathrop,4,2,3572.75,12167.24,70.81,2.25,50.0,2273.29
California,Laton,4,0,4863.0,19014.53,41.26,3.75,0.0,0.0
California,Lawndale,5,2,4361.6,11240.74,71.53,2.8,40.0,1895.4
California,Laytonville,4,1,5033.25,20181.52,78.53,3.25,25.0,655.0
California,Le Grand,4,0,5017.75,16436.53,74.09,3.5,0.0,0.0
California,Lebec,4,1,4510.0,3513.7,61.18,2.5,25.0,335.04
California,Lee Vining,4,1,5283.75,21815.7,65.18,3.25,25.0,5620.45
California,Leggett,4,0,4607.75,6097.3,44.08,4.0,0.0,0.0
California,Lemon Cove,4,2,4032.5,17278.37,84.48,2.75,50.0,3004.97
California,Lemon Grove,5,0,4625.0,33843.03,80.21,4.0,0.0,0.0
California,Lemoore,4,1,3876.0,7554.93,49.16,4.25,25.0,1185.85
California,Lewiston,4,3,4617.75,7698.64,74.16,2.25,75.0,6276.24
California,Likely,3,0,5205.33,14503.7,58.7,3.67,0.0,0.0
California,Lincoln,4,0,4281.5,24691.31,90.66,4.0,0.0,0.0
California,Linden,4,1,4801.0,6361.23,31.31,3.25,25.0,111.35
California,Lindsay,4,1,4530.75,19281.98,68.94,2.5,25.0,372.65
California,Litchfield,4,0,5345.5,14733.72,72.47,3.75,0.0,0.0
California,Little River,4,0,3915.0,8706.04,25.46,4.0,0.0,0.0
California,Littlerock,4,0,4394.75,10168.09,60.99,3.5,0.0,0.0
California,Live Oak,4,1,4807.0,10968.58,67.82,3.75,25.0,853.84
California,Livermore,4,1,4811.75,14644.56,56.7,3.25,25.0,1359.7
California,Livingston,4,1,4556.5,10468.87,43.61,2.75,25.0,160.58
California,Llano,4,0,2989.5,11839.45,55.99,3.5,0.0,0.0
California,Lockeford,4,1,4979.5,20152.15,79.79,2.5,25.0,496.54
California,Lockwood,4,2,4567.0,13464.87,78.25,2.75,50.0,5210.47
California,Lodi,8,3,4304.5,28306.07,72.03,2.88,37.5,2722.41
California,Loleta,4,1,4620.0,873.05,32.16,3.75,25.0,98.93
California,Loma Linda,4,0,3742.0,9753.3,62.82,4.0,0.0,0.0
California,Loma Mar,4,2,4419.0,6423.7,77.56,3.25,50.0,1620.85
California,Lomita,5,2,5178.6,15900.86,68.57,3.2,40.0,1863.84
California,Lompoc,6,3,4477.67,19342.57,69.07,3.0,50.0,1444.01
California,Long Barn,4,1,4790.25,15338.5,65.4,3.75,25.0,5703.76
California,Long Beach,60,15,4494.22,185937.12,65.37,3.17,25.0,28550.22
California,Lookout,4,0,3751.5,10103.89,61.16,3.75,0.0,0.0
California,Loomis,4,1,4541.25,17040.84,52.38,3.25,25.0,7711.41
California,Los Alamitos,5,1,3983.8,15896.67,62.12,3.0,20.0,85.73
California,Los Alamos,3,1,3609.33,8957.47,63.77,3.33,33.33,43.71
California,Los Altos,8,1,4236.38,27963.98,63.66,4.0,12.5,653.13
California,Los Angeles,293,78,4369.85,852725.23,62.13,3.21,26.62,147090.46
California,Los Banos,4,0,4259.25,12115.83,66.12,3.75,0.0,0.0
California,Los Gatos,12,4,4054.08,24738.18,69.34,3.5,33.33,5574.06
California,Los Molinos,4,1,4065.25,19430.24,73.3,3.5,25.0,9180.75
California,Los Olivos,4,0,3953.25,9145.91,46.45,3.5,0.0,0.0
California,Los Osos,4,1,4459.25,3520.46,51.36,3.5,25.0,92.12
California,Lost Hills,4,0,3925.5,16545.98,58.55,3.5,0.0,0.0
California,Lotus,4,2,4638.0,14384.56,85.65,2.5,50.0,11589.35
California,Lower Lake,4,0,4861.0,13923.72,50.48,3.75,0.0,0.0
California,Loyalton,4,0,4157.5,6459.73,63.95,3.75,0.0,0.0
California,Lucerne,4,1,4383.75,13784.48,64.11,3.25,25.0,880.2
California,Lucerne Valley,4,2,4400.25,6742.33,74.85,2.75,50.0,506.16
California,Ludlow,3,2,5255.67,7217.18,74.27,3.0,66.67,2994.51
California,Lynwood,5,2,4111.8,11120.36,60.51,2.4,40.0,996.53
California,Lytle Creek,4,1,4334.25,30258.22,101.96,2.5,25.0,1012.46
California,Macdoel,4,0,4374.25,14238.91,69.8,3.5,0.0,0.0
California,Mad River,4,0,5339.75,7073.34,55.45,3.5,0.0,0.0
California,Madeline,4,0,5189.25,11703.62,62.46,3.75,0.0,0.0
California,Madera,8,3,4519.62,30297.12,65.03,3.0,37.5,11851.02
California,Madison,4,1,3584.75,6090.19,56.58,3.25,25.0,3315.47
California,Magalia,4,1,3578.0,9151.44,54.1,3.75,25.0,1833.92
California,Malibu,10,2,4249.1,31514.01,62.59,3.7,20.0,310.82
California,Mammoth Lakes,4,0,5077.5,9581.36,48.44,4.5,0.0,0.0
California,Manchester,4,0,4605.75,28066.93,100.79,3.75,0.0,0.0
California,Manhattan Beach,5,0,4103.0,4242.92,56.61,3.8,0.0,0.0
California,Manteca,8,0,4513.62,14126.59,39.52,3.25,0.0,0.0
California,Manton,4,0,4747.5,14343.28,58.56,3.25,0.0,0.0
California,March Air Reserve Base,4,2,5051.75,13097.17,59.41,3.25,50.0,8712.93
California,Marina,4,3,3934.75,5563.67,69.41,3.0,75.0,2276.6
California,Marina Del Rey,5,3,4251.6,13932.68,78.55,2.0,60.0,1786.05
California,Mariposa,4,2,3081.75,5218.03,74.34,2.75,50.0,172.67
California,Markleeville,4,0,4147.75,14648.02,60.74,3.75,0.0,0.0
California,Marshall,4,2,4511.25,6347.54,65.61,3.0,50.0,4511.1
California,Martinez,4,2,4385.5,15706.93,64.29,2.25,50.0,12640.48
California,Marysville,4,0,4581.75,9465.25,44.64,4.25,0.0,0.0
California,Mather,4,2,3538.5,7987.57,42.04,3.0,50.0,1437.73
California,Maxwell,4,1,3989.75,12391.8,78.54,3.5,25.0,2261.98
California,Maywood,5,0,4794.4,15379.95,53.72,4.6,0.0,0.0
California,Mc Farland,4,0,4028.25,8733.21,45.9,3.5,0.0,0.0
California,Mc Kittrick,4,2,4133.25,9648.33,71.2,2.25,50.0,6051.25
California,Mcarthur,4,1,3861.75,7390.14,46.16,3.0,25.0,184.73
California,Mccloud,4,0,3863.0,6576.68,46.54,4.0,0.0,0.0
California,Mckinleyville,4,2,4622.25,24578.92,87.41,2.75,50.0,20037.74
California,Meadow Valley,4,1,4754.5,13679.42,63.86,3.75,25.0,3878.58
California,Meadow Vista,4,2,4129.25,12058.4,101.46,3.0,50.0,2327.02
California,Mecca,5,0,4581.0,23249.41,63.29,4.2,0.0,0.0
California,Mendocino,4,2,4596.25,4521.93,49.56,2.25,50.0,198.95
California,Menifee,4,0,5111.25,13275.36,60.3,4.5,0.0,0.0
California,Menlo Park,4,0,4929.5,20570.96,74.78,4.0,0.0,0.0
California,Mentone,4,1,4379.25,25461.33,90.61,3.25,25.0,79.74
California,Merced,8,2,4423.75,23230.69,68.31,2.62,25.0,8422.58
California,Meridian,4,0,3525.0,12647.4,76.45,3.25,0.0,0.0
California,Mi Wuk Village,4,1,4908.0,21981.62,83.08,3.25,25.0,113.17
California,Middletown,4,0,4154.25,17854.41,68.74,4.25,0.0,0.0
California,Midpines,4,0,4185.5,14654.1,81.98,4.0,0.0,0.0
California,Midway City,4,1,4655.25,18070.87,77.56,3.25,25.0,559.67
California,Milford,4,0,4369.75,24929.62,85.12,4.0,0.0,0.0
California,Mill Creek,4,1,5053.25,17459.16,74.31,3.0,25.0,1803.75
California,Mill Valley,4,1,3687.0,5864.92,59.08,4.5,25.0,391.93
California,Millbrae,4,1,3684.0,5162.64,74.96,3.25,25.0,1517.73
California,Millville,4,0,3779.75,9562.8,49.02,3.75,0.0,0.0
California,Milpitas,4,1,4384.75,23913.46,89.05,2.75,25.0,10013.7
California,Mineral,4,2,4634.5,19388.16,100.61,2.25,50.0,11244.81
California,Mira Loma,5,1,3828.0,10848.49,61.16,3.0,20.0,1435.03
California,Miramonte,4,1,4600.75,20298.87,81.71,3.5,25.0,8103.45
California,Miranda,4,3,4916.25,12119.34,86.12,2.5,75.0,7462.46
California,Mission Hills,5,2,4812.2,17816.21,58.93,3.2,40.0,7034.46
California,Mission Viejo,8,1,4729.12,39303.78,79.01,3.38,12.5,72.39
California,Modesto,28,12,4364.64,65847.36,69.56,2.86,42.86,11909.92
California,Mojave,3,1,5017.33,14490.82,77.87,3.0,33.33,3053.6
California,Mokelumne Hill,4,0,4708.25,7526.54,37.54,3.25,0.0,0.0
California,Monrovia,5,1,4593.2,9557.28,53.21,3.2,20.0,398.26
California,Montara,4,0,4307.75,16785.58,81.71,3.5,0.0,0.0
California,Montclair,5,1,5016.2,20278.91,60.78,4.2,20.0,91.22
California,Monte Rio,4,0,5474.25,28659.54,94.22,4.0,0.0,0.0
California,Montebello,5,1,4273.6,20280.48,64.47,3.8,20.0,5880.09
California,Monterey,4,0,5366.25,19290.04,81.09,3.75,0.0,0.0
California,Monterey Park,10,1,4552.2,58841.34,83.0,3.4,10.0,5630.03
California,Montgomery Creek,4,0,4794.25,13128.62,40.51,3.75,0.0,0.0
California,Montrose,5,1,5195.0,17717.37,63.31,3.6,20.0,1267.3
California,Moorpark,4,2,4399.75,9818.4,77.47,2.0,50.0,264.01
California,Moraga,4,2,5702.0,3656.3,71.49,2.5,50.0,613.56
California,Moreno Valley,16,5,4507.19,64433.78,79.02,3.25,31.25,5632.6
California,Morgan Hill,4,2,4471.0,11644.48,70.88,2.75,50.0,2860.0
California,Morongo Valley,5,0,4449.4,20218.44,74.64,4.0,0.0,0.0
California,Morro Bay,4,1,4494.25,4105.61,45.64,3.5,25.0,2861.6
California,Moss Beach,4,0,4898.75,16936.66,73.42,4.0,0.0,0.0
California,Moss Landing,4,1,4842.5,21450.49,77.62,3.0,25.0,124.83
California,Mount Hamilton,4,0,5415.25,23679.35,64.92,4.5,0.0,0.0
California,Mount Hermon,4,0,4841.0,17673.26,64.46,3.5,0.0,0.0
California,Mount Laguna,4,2,3343.0,15030.32,89.18,2.5,50.0,6694.57
California,Mount Shasta,4,0,3788.75,10375.55,46.98,3.75,0.0,0.0
California,Mountain Center,4,0,3944.75,12391.03,56.22,3.75,0.0,0.0
California,Mountain Ranch,4,1,4144.75,5876.12,53.16,3.0,25.0,3823.36
California,Mountain View,12,4,4622.5,41683.77,73.28,2.83,33.33,15495.32
California,Mt Baldy,5,0,3150.0,8628.56,43.01,3.6,0.0,0.0
California,Murphys,4,1,4485.25,13616.47,71.01,2.5,25.0,5152.99
California,Murrieta,8,2,4462.38,36830.1,86.58,2.88,25.0,7152.81
California,Myers Flat,4,1,4246.0,7275.88,48.16,3.5,25.0,48.18
California,Napa,8,3,4405.5,29360.42,83.48,3.5,37.5,10412.89
California,National City,5,0,4740.4,17771.55,70.43,4.4,0.0,0.0
California,Navarro,4,1,4254.0,12548.47,77.7,3.25,25.0,101.29
California,Needles,4,0,3706.5,12697.49,37.69,4.25,0.0,0.0
California,Nevada City,4,1,3977.0,2793.84,21.85,3.25,25.0,45.8
California,New Cuyama,4,1,4048.0,8120.48,43.74,3.0,25.0,39.92
California,Newark,4,0,4898.25,12269.74,48.79,3.5,0.0,0.0
California,Newbury Park,5,0,4797.0,11564.26,50.74,4.0,0.0,0.0
California,Newcastle,4,1,3545.5,7318.5,51.39,3.0,25.0,78.65
California,Newhall,5,1,5128.2,30731.5,86.69,3.4,20.0,747.0
California,Newman,4,1,4542.25,10173.62,62.85,3.25,25.0,526.16
California,Newport Beach,16,5,4988.0,47312.22,67.75,3.25,31.25,12262.18
California,Newport Coast,4,1,4728.0,22409.55,67.47,3.5,25.0,9441.18
California,Nicasio,4,1,5148.75,12488.49,74.51,2.5,25.0,1276.14
California,Nice,4,2,4179.25,9859.36,62.91,3.0,50.0,1073.53
California,Nicolaus,4,1,4163.25,12575.79,57.59,3.25,25.0,83.71
California,Niland,3,0,5846.67,12041.67,68.57,3.33,0.0,0.0
California,Nipomo,4,2,4842.75,17692.3,87.1,3.5,50.0,5785.59
California,Nipton,4,0,5156.25,20888.48,66.2,4.25,0.0,0.0
California,Norco,4,1,4971.25,9820.3,52.5,3.5,25.0,1148.63
California,North Fork,4,1,3626.0,8196.46,53.19,4.25,25.0,114.85
California,North Highlands,4,0,5695.0,15962.27,50.09,3.25,0.0,0.0
California,North Hills,5,1,4013.8,14921.48,57.15,3.0,20.0,3147.5
California,North Hollywood,20,9,4256.55,45379.38,67.26,2.65,45.0,8319.76
California,North Palm Springs,4,2,4246.75,10987.9,42.44,2.75,50.0,6237.88
California,North San Juan,4,0,3748.0,10079.54,48.01,4.0,0.0,0.0
California,Northridge,10,2,3697.8,32759.36,63.19,3.5,20.0,1905.72
California,Norwalk,5,0,4562.0,16280.54,56.69,3.6,0.0,0.0
California,Novato,12,6,4531.08,31981.04,76.62,2.92,50.0,8562.41
California,Nubieber,4,1,4751.5,10240.2,59.12,3.25,25.0,4812.84
California,Nuevo,4,1,4707.0,16333.21,80.65,3.0,25.0,557.88
California,O Neals,4,0,3076.25,9705.97,45.88,3.75,0.0,0.0
California,Oak Park,5,0,4311.8,23148.78,77.06,3.6,0.0,0.0
California,Oak Run,4,2,4976.5,3585.28,47.28,2.5,50.0,2875.27
California,Oak View,4,1,3877.5,14742.18,72.38,3.5,25.0,276.09
California,Oakdale,4,2,4328.25,11463.48,62.21,3.25,50.0,3263.37
California,Oakhurst,4,1,4146.0,16935.77,68.59,3.0,25.0,35.25
California,Oakland,52,13,4334.4,154564.36,66.4,3.4,25.0,22515.74
California,Oakley,4,1,4407.0,16260.0,69.4,3.75,25.0,981.8
California,Occidental,4,0,4078.5,23727.88,95.15,4.0,0.0,0.0
California,Oceano,3,1,5902.67,20392.45,97.97,2.67,33.33,7188.02
California,Oceanside,11,1,4630.55,31053.07,53.7,3.64,9.09,258.69
California,Ocotillo,4,1,5062.0,15191.79,53.82,3.0,25.0,108.33
California,Ojai,4,1,4321.25,14254.99,82.32,2.75,25.0,95.76
California,Olancha,4,1,4660.5,4348.31,65.92,3.75,25.0,106.63
California,Old Station,4,3,3976.25,4808.9,53.12,1.75,75.0,2994.74
California,Olema,4,1,4445.0,17524.59,59.54,3.75,25.0,8645.19
California,Olivehurst,4,1,5019.0,13597.11,45.69,3.75,25.0,2441.48
California,Olympic Valley,4,0,4966.75,7825.38,61.44,3.75,0.0,0.0
California,Ontario,15,4,4218.53,36461.06,58.16,3.2,26.67,5237.3
California,Orange,20,3,4774.0,49058.91,52.94,3.35,15.0,1587.76
California,Orange Cove,4,0,4431.0,9484.08,55.52,3.25,0.0,0.0
California,Orangevale,4,3,4475.75,21347.44,91.88,2.25,75.0,14180.26
California,Oregon House,4,0,5531.5,19058.2,72.6,3.75,0.0,0.0
California,Orick,4,0,4716.25,13572.69,29.62,4.0,0.0,0.0
California,Orinda,4,1,4006.0,8124.25,82.4,3.0,25.0,122.63
California,Orland,4,1,5307.0,15006.4,79.44,3.25,25.0,112.74
California,Orleans,4,0,4162.25,5037.59,28.98,4.0,0.0,0.0
California,Oro Grande,4,1,4387.25,12627.79,57.15,3.0,25.0,107.04
California,Orosi,4,2,4335.75,12083.91,73.91,3.25,50.0,427.8
California,Oroville,8,2,4911.5,14026.66,54.81,3.12,25.0,157.51
California,Oxnard,12,3,4162.0,29073.61,55.22,3.25,25.0,8438.84
California,Pacific Grove,4,1,5277.5,2357.32,37.74,4.0,25.0,633.26
California,Pacific Palisades,5,2,4056.2,13773.19,54.25,3.4,40.0,2309.68
California,Pacifica,4,0,3463.75,16701.98,71.99,3.75,0.0,0.0
California,Pacoima,5,2,4595.2,3260.19,58.67,3.6,40.0,497.21
California,Paicines,4,0,4728.75,10163.48,55.76,3.75,0.0,0.0
California,Pala,4,1,5805.5,14726.73,55.79,3.75,25.0,128.82
California,Palermo,4,1,4227.0,16185.87,69.23,3.0,25.0,2580.5
California,Palm Desert,8,2,4173.75,22193.79,56.42,2.75,25.0,4001.67
