customer_id,segment_id,segment_name
2616-FLVQC,1,Segment 1 — High-Value Stable
2616-UUTFK,0,Segment 0 — Emerging Risk
2619-WFQWU,0,Segment 0 — Emerging Risk
2621-UDNLU,1,Segment 1 — High-Value Stable
2623-DRYAM,2,Segment 2 — High-Value At-Risk
2625-TRCZQ,0,Segment 0 — Emerging Risk
2626-URJFX,0,Segment 0 — Emerging Risk
2626-VEEWG,1,Segment 1 — High-Value Stable
2632-IVXVF,2,Segment 2 — High-Value At-Risk
2632-TACXW,1,Segment 1 — High-Value Stable
2632-UCGVD,2,Segment 2 — High-Value At-Risk
2634-HCZGT,2,Segment 2 — High-Value At-Risk
2636-ALXXZ,0,Segment 0 — Emerging Risk
2636-OHFMN,0,Segment 0 — Emerging Risk
2636-SJDOU,2,Segment 2 — High-Value At-Risk
2637-FKFSY,0,Segment 0 — Emerging Risk
2639-UGMAZ,2,Segment 2 — High-Value At-Risk
2640-LYMOV,1,Segment 1 — High-Value Stable
2640-PMGFL,0,Segment 0 — Emerging Risk
2642-DTVCO,0,Segment 0 — Emerging Risk
2642-MAWLJ,1,Segment 1 — High-Value Stable
2645-QTLMB,0,Segment 0 — Emerging Risk
2649-HWLYB,2,Segment 2 — High-Value At-Risk
2650-GYRYL,1,Segment 1 — High-Value Stable
2651-ZCBXV,2,Segment 2 — High-Value At-Risk
2654-VBVPB,1,Segment 1 — High-Value Stable
2656-FMOKZ,0,Segment 0 — Emerging Risk
2656-TABEH,0,Segment 0 — Emerging Risk
2657-ALMWY,0,Segment 0 — Emerging Risk
2657-VPXTA,0,Segment 0 — Emerging Risk
2659-VXMWZ,2,Segment 2 — High-Value At-Risk
2660-EMUBI,0,Segment 0 — Emerging Risk
2661-GKBTK,2,Segment 2 — High-Value At-Risk
2662-NNTDK,1,Segment 1 — High-Value Stable
2664-XJZNO,2,Segment 2 — High-Value At-Risk
2665-NPTGL,2,Segment 2 — High-Value At-Risk
2667-WYLWJ,1,Segment 1 — High-Value Stable
2668-TZSPS,1,Segment 1 — High-Value Stable
2669-OIDSD,2,Segment 2 — High-Value At-Risk
2669-QVCRG,0,Segment 0 — Emerging Risk
2672-DZUOY,0,Segment 0 — Emerging Risk
2672-HUYVI,0,Segment 0 — Emerging Risk
2672-OJQZP,0,Segment 0 — Emerging Risk
2672-TGEFF,0,Segment 0 — Emerging Risk
2673-CXQEU,2,Segment 2 — High-Value At-Risk
2673-ZALNP,1,Segment 1 — High-Value Stable
2674-MIAHT,0,Segment 0 — Emerging Risk
2674-MLXMN,2,Segment 2 — High-Value At-Risk
2675-DHUTR,2,Segment 2 — High-Value At-Risk
2675-IJRGJ,1,Segment 1 — High-Value Stable
2675-OTVVJ,2,Segment 2 — High-Value At-Risk
2676-ISHSF,1,Segment 1 — High-Value Stable
2676-OXPPQ,0,Segment 0 — Emerging Risk
2676-SSLTO,2,Segment 2 — High-Value At-Risk
2680-XKKNJ,0,Segment 0 — Emerging Risk
2682-KEVRP,1,Segment 1 — High-Value Stable
2683-BPJSO,0,Segment 0 — Emerging Risk
2683-JXWQQ,0,Segment 0 — Emerging Risk
2684-EIWEO,0,Segment 0 — Emerging Risk
2685-SREOM,0,Segment 0 — Emerging Risk
2688-BHGOG,0,Segment 0 — Emerging Risk
2690-DVRVK,1,Segment 1 — High-Value Stable
2691-NZETQ,0,Segment 0 — Emerging Risk
2692-AQCPF,2,Segment 2 — High-Value At-Risk
2692-BUCFV,0,Segment 0 — Emerging Risk
2692-PFYTJ,1,Segment 1 — High-Value Stable
2694-CIUMO,0,Segment 0 — Emerging Risk
2696-ECXKC,2,Segment 2 — High-Value At-Risk
2696-NARTR,0,Segment 0 — Emerging Risk
2696-RZVZW,1,Segment 1 — High-Value Stable
2697-NQBPF,0,Segment 0 — Emerging Risk
2700-LUEVA,1,Segment 1 — High-Value Stable
2703-AMTUL,1,Segment 1 — High-Value Stable
2706-QZIHY,1,Segment 1 — High-Value Stable
2709-UQGNP,0,Segment 0 — Emerging Risk
2710-WYVXG,0,Segment 0 — Emerging Risk
2712-SYWAY,1,Segment 1 — High-Value Stable
2716-GFZOR,2,Segment 2 — High-Value At-Risk
2717-HVIZY,1,Segment 1 — High-Value Stable
2718-GAXQD,0,Segment 0 — Emerging Risk
2718-YSKCS,1,Segment 1 — High-Value Stable
2719-BDAQO,0,Segment 0 — Emerging Risk
2720-FVBQP,0,Segment 0 — Emerging Risk
2720-WGKHP,0,Segment 0 — Emerging Risk
2722-JMONI,0,Segment 0 — Emerging Risk
2722-VOJQL,2,Segment 2 — High-Value At-Risk
2724-FJDYW,0,Segment 0 — Emerging Risk
2725-IWWBA,2,Segment 2 — High-Value At-Risk
2725-KXXWT,0,Segment 0 — Emerging Risk
2725-TTRIQ,2,Segment 2 — High-Value At-Risk
2729-VNVAP,1,Segment 1 — High-Value Stable
2731-GJRDG,2,Segment 2 — High-Value At-Risk
2732-ISEZX,1,Segment 1 — High-Value Stable
2737-WFVYW,0,Segment 0 — Emerging Risk
2737-YNGYW,0,Segment 0 — Emerging Risk
2739-CACDQ,0,Segment 0 — Emerging Risk
2739-CCZMB,1,Segment 1 — High-Value Stable
2740-JFBOK,1,Segment 1 — High-Value Stable
2740-TVLFN,0,Segment 0 — Emerging Risk
2746-DIJLO,2,Segment 2 — High-Value At-Risk
2748-MYRVK,2,Segment 2 — High-Value At-Risk
2749-CTKAJ,1,Segment 1 — High-Value Stable
2750-BJLSB,2,Segment 2 — High-Value At-Risk
2753-JMMCV,2,Segment 2 — High-Value At-Risk
2754-SDJRD,0,Segment 0 — Emerging Risk
2754-VDLTR,0,Segment 0 — Emerging Risk
2754-XBHTB,0,Segment 0 — Emerging Risk
2758-RNWXS,2,Segment 2 — High-Value At-Risk
2761-OCIAX,0,Segment 0 — Emerging Risk
2761-XECQW,0,Segment 0 — Emerging Risk
2770-NSVDG,0,Segment 0 — Emerging Risk
2773-MADBQ,0,Segment 0 — Emerging Risk
2773-OVBPK,2,Segment 2 — High-Value At-Risk
2774-LVQUS,0,Segment 0 — Emerging Risk
2775-SEFEE,0,Segment 0 — Emerging Risk
2777-PHDEI,0,Segment 0 — Emerging Risk
2778-OCLGR,0,Segment 0 — Emerging Risk
2782-JEEBU,0,Segment 0 — Emerging Risk
2782-LFZVW,0,Segment 0 — Emerging Risk
2786-GCDPI,2,Segment 2 — High-Value At-Risk
2788-CJQAQ,1,Segment 1 — High-Value Stable
2789-CZANW,2,Segment 2 — High-Value At-Risk
2789-HQBOU,0,Segment 0 — Emerging Risk
2790-XUYMV,2,Segment 2 — High-Value At-Risk
2791-SFVEW,1,Segment 1 — High-Value Stable
2792-LSHWX,0,Segment 0 — Emerging Risk
2792-VPPET,1,Segment 1 — High-Value Stable
2794-XIMMO,2,Segment 2 — High-Value At-Risk
2796-NNUFI,1,Segment 1 — High-Value Stable
2796-UUZZO,2,Segment 2 — High-Value At-Risk
2798-NYLMZ,2,Segment 2 — High-Value At-Risk
2799-ARNLO,0,Segment 0 — Emerging Risk
2799-TSLAG,1,Segment 1 — High-Value Stable
2800-QQUSO,0,Segment 0 — Emerging Risk
2800-VEQXM,0,Segment 0 — Emerging Risk
2801-NISEI,0,Segment 0 — Emerging Risk
2804-ETQDK,1,Segment 1 — High-Value Stable
2805-AUFQN,1,Segment 1 — High-Value Stable
2805-EDJPQ,2,Segment 2 — High-Value At-Risk
2806-MLNTI,2,Segment 2 — High-Value At-Risk
2808-CHTDM,1,Segment 1 — High-Value Stable
2809-ILCYT,1,Segment 1 — High-Value Stable
2809-ZMYOQ,0,Segment 0 — Emerging Risk
2810-FTLEM,0,Segment 0 — Emerging Risk
2811-POVEX,2,Segment 2 — High-Value At-Risk
2812-ENYMO,0,Segment 0 — Emerging Risk
2812-REYAT,1,Segment 1 — High-Value Stable
2812-SFXMJ,1,Segment 1 — High-Value Stable
2815-CPTUL,0,Segment 0 — Emerging Risk
2817-LVCPP,1,Segment 1 — High-Value Stable
2817-NTQDO,0,Segment 0 — Emerging Risk
2819-GWENI,1,Segment 1 — High-Value Stable
2821-WARNZ,1,Segment 1 — High-Value Stable
2823-LKABH,0,Segment 0 — Emerging Risk
2824-DXNKN,2,Segment 2 — High-Value At-Risk
2824-MYYBN,0,Segment 0 — Emerging Risk
2826-DXLQO,0,Segment 0 — Emerging Risk
2826-UWHIS,2,Segment 2 — High-Value At-Risk
2828-SLQPF,0,Segment 0 — Emerging Risk
2829-HYVZP,1,Segment 1 — High-Value Stable
2830-LEWOA,2,Segment 2 — High-Value At-Risk
2831-EBWRN,0,Segment 0 — Emerging Risk
2832-KJCRD,0,Segment 0 — Emerging Risk
2832-SCUCO,1,Segment 1 — High-Value Stable
2833-SLKDQ,0,Segment 0 — Emerging Risk
2834-JKOOW,0,Segment 0 — Emerging Risk
2834-JRTUA,2,Segment 2 — High-Value At-Risk
2834-SPCJV,2,Segment 2 — High-Value At-Risk
2839-RFSQE,1,Segment 1 — High-Value Stable
2840-XANRC,0,Segment 0 — Emerging Risk
2842-BCQGE,0,Segment 0 — Emerging Risk
2842-JTCCU,0,Segment 0 — Emerging Risk
2843-CQMEG,0,Segment 0 — Emerging Risk
2845-AFFTX,0,Segment 0 — Emerging Risk
2845-HSJCY,0,Segment 0 — Emerging Risk
2845-KDHVX,2,Segment 2 — High-Value At-Risk
2848-YXSMW,1,Segment 1 — High-Value Stable
2851-MMUTZ,0,Segment 0 — Emerging Risk
2851-STERV,0,Segment 0 — Emerging Risk
2853-CWQFQ,0,Segment 0 — Emerging Risk
2856-HYAPG,0,Segment 0 — Emerging Risk
2856-NNASM,0,Segment 0 — Emerging Risk
2858-EIMXH,2,Segment 2 — High-Value At-Risk
2858-MOFSQ,0,Segment 0 — Emerging Risk
2860-RANUS,0,Segment 0 — Emerging Risk
2862-JVEOY,1,Segment 1 — High-Value Stable
2862-PFNIK,0,Segment 0 — Emerging Risk
2863-IMQDR,2,Segment 2 — High-Value At-Risk
2865-TCHJW,0,Segment 0 — Emerging Risk
2866-IKBTM,1,Segment 1 — High-Value Stable
2867-UIMSS,0,Segment 0 — Emerging Risk
2868-LLSKM,2,Segment 2 — High-Value At-Risk
2868-MZAGQ,0,Segment 0 — Emerging Risk
2868-SNELZ,0,Segment 0 — Emerging Risk
2869-ADAWR,0,Segment 0 — Emerging Risk
2873-ZLIWT,0,Segment 0 — Emerging Risk
2874-YXVVA,0,Segment 0 — Emerging Risk
2876-GZYZC,0,Segment 0 — Emerging Risk
2876-VBBBL,1,Segment 1 — High-Value Stable
2877-VDUER,1,Segment 1 — High-Value Stable
2878-DHMIN,1,Segment 1 — High-Value Stable
2878-RMWXY,2,Segment 2 — High-Value At-Risk
2880-FPNAE,0,Segment 0 — Emerging Risk
2882-DDZPG,1,Segment 1 — High-Value Stable
2882-WDTBA,2,Segment 2 — High-Value At-Risk
2883-ILGWO,2,Segment 2 — High-Value At-Risk
2884-GBPFB,0,Segment 0 — Emerging Risk
2885-HIJDH,2,Segment 2 — High-Value At-Risk
2886-KEFUM,2,Segment 2 — High-Value At-Risk
2887-JPYLU,0,Segment 0 — Emerging Risk
2888-ADFAO,1,Segment 1 — High-Value Stable
2889-FPWRM,2,Segment 2 — High-Value At-Risk
2890-WFBHU,2,Segment 2 — High-Value At-Risk
2892-GESUL,1,Segment 1 — High-Value Stable
2894-QOJRX,0,Segment 0 — Emerging Risk
2896-TBNBE,2,Segment 2 — High-Value At-Risk
2897-DOVND,0,Segment 0 — Emerging Risk
2898-LSJGD,0,Segment 0 — Emerging Risk
2898-MRKPI,2,Segment 2 — High-Value At-Risk
2900-PHPLN,1,Segment 1 — High-Value Stable
2903-YYTBW,0,Segment 0 — Emerging Risk
2904-GGUAZ,2,Segment 2 — High-Value At-Risk
2905-KFQUV,0,Segment 0 — Emerging Risk
2907-ILJBN,1,Segment 1 — High-Value Stable
2908-WGAXL,1,Segment 1 — High-Value Stable
2908-ZTPNF,0,Segment 0 — Emerging Risk
2911-IJORQ,2,Segment 2 — High-Value At-Risk
2911-UREFD,0,Segment 0 — Emerging Risk
2911-WDXMV,0,Segment 0 — Emerging Risk
2916-BQZLN,0,Segment 0 — Emerging Risk
2919-HBCJO,0,Segment 0 — Emerging Risk
2920-RNCEZ,0,Segment 0 — Emerging Risk
2921-XWDJH,0,Segment 0 — Emerging Risk
2923-ARZLG,1,Segment 1 — High-Value Stable
2924-KHUVI,2,Segment 2 — High-Value At-Risk
2925-MXLSX,0,Segment 0 — Emerging Risk
2925-VDZHY,2,Segment 2 — High-Value At-Risk
2926-JEJJC,1,Segment 1 — High-Value Stable
2927-CVULT,2,Segment 2 — High-Value At-Risk
2927-QRRQV,2,Segment 2 — High-Value At-Risk
2928-HLDBA,1,Segment 1 — High-Value Stable
2929-ERCFZ,0,Segment 0 — Emerging Risk
2929-QNSRW,2,Segment 2 — High-Value At-Risk
2930-UOTMB,0,Segment 0 — Emerging Risk
2931-FSOHN,0,Segment 0 — Emerging Risk
2931-SVLTV,2,Segment 2 — High-Value At-Risk
2931-VUVJN,2,Segment 2 — High-Value At-Risk
2931-XIQBR,2,Segment 2 — High-Value At-Risk
2933-FILNV,0,Segment 0 — Emerging Risk
2933-XEUJM,2,Segment 2 — High-Value At-Risk
2937-FTHUR,0,Segment 0 — Emerging Risk
2946-KIQSP,0,Segment 0 — Emerging Risk
2947-DOMLJ,0,Segment 0 — Emerging Risk
2951-QOQTK,0,Segment 0 — Emerging Risk
2952-QAYZF,0,Segment 0 — Emerging Risk
2954-PIBKO,2,Segment 2 — High-Value At-Risk
2955-BJZHG,0,Segment 0 — Emerging Risk
2955-PSXOE,1,Segment 1 — High-Value Stable
2956-GGUCQ,0,Segment 0 — Emerging Risk
2957-JIRMN,2,Segment 2 — High-Value At-Risk
2957-LOLHO,0,Segment 0 — Emerging Risk
2958-NHPPS,1,Segment 1 — High-Value Stable
2959-EEXWB,0,Segment 0 — Emerging Risk
2959-FENLU,0,Segment 0 — Emerging Risk
2959-MJHIC,0,Segment 0 — Emerging Risk
2960-NKRSO,0,Segment 0 — Emerging Risk
2961-VNFKL,1,Segment 1 — High-Value Stable
2962-XPMCQ,0,Segment 0 — Emerging Risk
2967-MXRAV,1,Segment 1 — High-Value Stable
2968-SSGAA,0,Segment 0 — Emerging Risk
2969-QWUBZ,0,Segment 0 — Emerging Risk
2969-VAPYH,2,Segment 2 — High-Value At-Risk
2969-WGHQO,0,Segment 0 — Emerging Risk
2971-SGAFL,0,Segment 0 — Emerging Risk
2972-YDYUW,2,Segment 2 — High-Value At-Risk
2974-GGUXS,0,Segment 0 — Emerging Risk
2977-CEBSX,2,Segment 2 — High-Value At-Risk
2978-XXSOG,0,Segment 0 — Emerging Risk
2979-SXESE,0,Segment 0 — Emerging Risk
2982-IHMFT,0,Segment 0 — Emerging Risk
2982-VPSGI,0,Segment 0 — Emerging Risk
2983-ZANRP,0,Segment 0 — Emerging Risk
2984-AFWNC,0,Segment 0 — Emerging Risk
2984-MIIZL,0,Segment 0 — Emerging Risk
2984-RGEYA,1,Segment 1 — High-Value Stable
2984-TBYKU,2,Segment 2 — High-Value At-Risk
2985-FMWYF,0,Segment 0 — Emerging Risk
2985-JUUBZ,2,Segment 2 — High-Value At-Risk
2987-BJXIK,2,Segment 2 — High-Value At-Risk
2988-GBIVW,2,Segment 2 — High-Value At-Risk
2988-PLAHS,0,Segment 0 — Emerging Risk
2988-QRAJY,2,Segment 2 — High-Value At-Risk
2990-HWIML,0,Segment 0 — Emerging Risk
2990-IAJSV,2,Segment 2 — High-Value At-Risk
2990-OGYTD,2,Segment 2 — High-Value At-Risk
2995-UPRYS,2,Segment 2 — High-Value At-Risk
2995-YWTCD,1,Segment 1 — High-Value Stable
2996-XAUVF,2,Segment 2 — High-Value At-Risk
2999-AANRQ,0,Segment 0 — Emerging Risk
3001-CBHLQ,0,Segment 0 — Emerging Risk
3001-UNBTL,0,Segment 0 — Emerging Risk
3002-WQZWT,0,Segment 0 — Emerging Risk
3003-CMDUU,0,Segment 0 — Emerging Risk
3005-NFMTA,2,Segment 2 — High-Value At-Risk
3005-TYFRD,2,Segment 2 — High-Value At-Risk
3006-XIMLN,0,Segment 0 — Emerging Risk
3007-FDPEA,1,Segment 1 — High-Value Stable
3009-JWMPU,2,Segment 2 — High-Value At-Risk
3011-WQKSZ,1,Segment 1 — High-Value Stable
3012-VFFMN,1,Segment 1 — High-Value Stable
3014-WJKSM,0,Segment 0 — Emerging Risk
3016-KSVCP,0,Segment 0 — Emerging Risk
3018-TFTSU,0,Segment 0 — Emerging Risk
3021-VLNRJ,2,Segment 2 — High-Value At-Risk
3022-BEXHZ,2,Segment 2 — High-Value At-Risk
3023-GFLBR,0,Segment 0 — Emerging Risk
3026-ATZYV,2,Segment 2 — High-Value At-Risk
3027-YNWZU,1,Segment 1 — High-Value Stable
3027-ZTDHO,0,Segment 0 — Emerging Risk
3030-YDNRM,0,Segment 0 — Emerging Risk
3030-YZADT,0,Segment 0 — Emerging Risk
3030-ZKIWL,1,Segment 1 — High-Value Stable
3034-ZBEQN,0,Segment 0 — Emerging Risk
3038-PQIUY,0,Segment 0 — Emerging Risk
3039-MJSLN,1,Segment 1 — High-Value Stable
3043-SUDUA,1,Segment 1 — High-Value Stable
3043-TYBNO,0,Segment 0 — Emerging Risk
3045-XETSH,0,Segment 0 — Emerging Risk
3049-NDXFL,0,Segment 0 — Emerging Risk
3049-SOLAY,0,Segment 0 — Emerging Risk
3050-GBUSH,0,Segment 0 — Emerging Risk
3050-RLLXC,2,Segment 2 — High-Value At-Risk
3055-MJDSB,0,Segment 0 — Emerging Risk
3055-OYMSE,0,Segment 0 — Emerging Risk
3055-VTCGS,2,Segment 2 — High-Value At-Risk
3057-VJJQE,0,Segment 0 — Emerging Risk
3058-HJCUY,2,Segment 2 — High-Value At-Risk
3058-WQDRE,0,Segment 0 — Emerging Risk
3059-NGMXB,0,Segment 0 — Emerging Risk
3061-BCKYI,1,Segment 1 — High-Value Stable
3062-ICYZQ,2,Segment 2 — High-Value At-Risk
3063-QFSZL,0,Segment 0 — Emerging Risk
3066-RRJIO,0,Segment 0 — Emerging Risk
3067-SVMTC,2,Segment 2 — High-Value At-Risk
3068-OMWZA,0,Segment 0 — Emerging Risk
3069-SSVSN,0,Segment 0 — Emerging Risk
3070-BDOQC,2,Segment 2 — High-Value At-Risk
3070-DVEYC,0,Segment 0 — Emerging Risk
3070-FNFZQ,1,Segment 1 — High-Value Stable
3071-MVJCD,2,Segment 2 — High-Value At-Risk
3071-VBYPO,0,Segment 0 — Emerging Risk
3074-GQWYX,0,Segment 0 — Emerging Risk
3077-RSNTJ,1,Segment 1 — High-Value Stable
3078-ZKNTS,1,Segment 1 — High-Value Stable
3079-BCHLN,1,Segment 1 — High-Value Stable
3082-VQXNH,0,Segment 0 — Emerging Risk
3082-WQRVY,1,Segment 1 — High-Value Stable
3082-YVEKW,2,Segment 2 — High-Value At-Risk
3084-DOWLE,2,Segment 2 — High-Value At-Risk
3085-QUOZK,0,Segment 0 — Emerging Risk
3086-RUCRN,2,Segment 2 — High-Value At-Risk
3088-FVYWK,1,Segment 1 — High-Value Stable
3088-LHEFH,0,Segment 0 — Emerging Risk
3090-HAWSU,2,Segment 2 — High-Value At-Risk
3090-LETTY,0,Segment 0 — Emerging Risk
3090-QFUVD,1,Segment 1 — High-Value Stable
3091-FYHKI,0,Segment 0 — Emerging Risk
3092-IGHWF,2,Segment 2 — High-Value At-Risk
3094-JOJAI,0,Segment 0 — Emerging Risk
3096-GKWEB,0,Segment 0 — Emerging Risk
3096-IZETN,0,Segment 0 — Emerging Risk
3096-JRDSO,0,Segment 0 — Emerging Risk
3096-WPXBT,2,Segment 2 — High-Value At-Risk
3096-YXENJ,2,Segment 2 — High-Value At-Risk
3097-FQTVJ,1,Segment 1 — High-Value Stable
3097-IDVPU,0,Segment 0 — Emerging Risk
3097-NNSPB,0,Segment 0 — Emerging Risk
3097-NQYSN,0,Segment 0 — Emerging Risk
3097-PYWXL,1,Segment 1 — High-Value Stable
3099-OONVS,0,Segment 0 — Emerging Risk
3104-OWCGK,2,Segment 2 — High-Value At-Risk
3106-ULWFW,0,Segment 0 — Emerging Risk
3108-PCCGG,2,Segment 2 — High-Value At-Risk
3113-IWHLC,0,Segment 0 — Emerging Risk
3115-CZMZD,1,Segment 1 — High-Value Stable
3115-JPJDD,2,Segment 2 — High-Value At-Risk
3118-UHVVQ,1,Segment 1 — High-Value Stable
3120-FAZKD,1,Segment 1 — High-Value Stable
3125-RAHBV,1,Segment 1 — High-Value Stable
3126-WQMGH,2,Segment 2 — High-Value At-Risk
3128-YOVTD,2,Segment 2 — High-Value At-Risk
3129-AAQOU,1,Segment 1 — High-Value Stable
3130-ICDUP,0,Segment 0 — Emerging Risk
3131-NWVFJ,1,Segment 1 — High-Value Stable
3132-TVFDZ,0,Segment 0 — Emerging Risk
3133-PZNSR,2,Segment 2 — High-Value At-Risk
3134-DSHVC,2,Segment 2 — High-Value At-Risk
3137-LUPIX,0,Segment 0 — Emerging Risk
3137-NYQQI,0,Segment 0 — Emerging Risk
3138-BKYAV,0,Segment 0 — Emerging Risk
3143-ILDAL,2,Segment 2 — High-Value At-Risk
3143-JQEGI,0,Segment 0 — Emerging Risk
3144-AUDBS,0,Segment 0 — Emerging Risk
3144-KMTWZ,2,Segment 2 — High-Value At-Risk
3146-JTQHR,1,Segment 1 — High-Value Stable
3146-MSEGF,2,Segment 2 — High-Value At-Risk
3148-AOIQT,1,Segment 1 — High-Value Stable
3148-BLQJT,1,Segment 1 — High-Value Stable
3154-CFSZG,2,Segment 2 — High-Value At-Risk
3154-HMWUU,1,Segment 1 — High-Value Stable
3156-QLHBO,1,Segment 1 — High-Value Stable
3158-MOERK,0,Segment 0 — Emerging Risk
3160-TYXLT,0,Segment 0 — Emerging Risk
3161-GETRM,2,Segment 2 — High-Value At-Risk
3161-ONRWK,2,Segment 2 — High-Value At-Risk
3162-KKZXO,2,Segment 2 — High-Value At-Risk
3162-ZJZFU,2,Segment 2 — High-Value At-Risk
3164-AALRN,0,Segment 0 — Emerging Risk
3164-YAXFY,0,Segment 0 — Emerging Risk
3165-HDOEW,0,Segment 0 — Emerging Risk
3166-PNEOF,2,Segment 2 — High-Value At-Risk
3167-SNQPL,2,Segment 2 — High-Value At-Risk
3170-GWYKC,2,Segment 2 — High-Value At-Risk
3170-NMYVV,1,Segment 1 — High-Value Stable
3173-NVMPX,0,Segment 0 — Emerging Risk
3173-WSSUE,1,Segment 1 — High-Value Stable
3174-AKMAS,2,Segment 2 — High-Value At-Risk
3174-RKMOW,2,Segment 2 — High-Value At-Risk
3177-LASXD,0,Segment 0 — Emerging Risk
3178-CIFOT,1,Segment 1 — High-Value Stable
3178-FESZO,0,Segment 0 — Emerging Risk
3179-GBRWV,2,Segment 2 — High-Value At-Risk
3181-MIZBN,1,Segment 1 — High-Value Stable
3181-VTHOE,2,Segment 2 — High-Value At-Risk
3186-AJIEK,2,Segment 2 — High-Value At-Risk
3186-BAXNB,0,Segment 0 — Emerging Risk
3190-FZATL,1,Segment 1 — High-Value Stable
3190-ITQXP,1,Segment 1 — High-Value Stable
3190-XFANI,2,Segment 2 — High-Value At-Risk
3191-CSNMG,0,Segment 0 — Emerging Risk
3192-LNKRK,0,Segment 0 — Emerging Risk
3192-NQECA,2,Segment 2 — High-Value At-Risk
3194-ORPIK,0,Segment 0 — Emerging Risk
3195-TQDZX,1,Segment 1 — High-Value Stable
3196-NVXLZ,0,Segment 0 — Emerging Risk
3197-ARFOY,0,Segment 0 — Emerging Risk
3197-NNYNB,2,Segment 2 — High-Value At-Risk
3198-VELRD,0,Segment 0 — Emerging Risk
3199-NPKCN,2,Segment 2 — High-Value At-Risk
3199-XGZCY,0,Segment 0 — Emerging Risk
3200-MNQTF,2,Segment 2 — High-Value At-Risk
3205-MXZRA,0,Segment 0 — Emerging Risk
3207-OYBWH,2,Segment 2 — High-Value At-Risk
3208-YPIOE,0,Segment 0 — Emerging Risk
3209-ZPKFI,2,Segment 2 — High-Value At-Risk
3211-AAPKX,0,Segment 0 — Emerging Risk
3211-ILJTT,0,Segment 0 — Emerging Risk
3212-KXOCR,1,Segment 1 — High-Value Stable
3213-VVOLG,1,Segment 1 — High-Value Stable
3214-IYUUQ,2,Segment 2 — High-Value At-Risk
3217-FZDMN,0,Segment 0 — Emerging Risk
3219-JQRSL,2,Segment 2 — High-Value At-Risk
3221-CJMSG,0,Segment 0 — Emerging Risk
3223-DWFIO,0,Segment 0 — Emerging Risk
3223-WZWJM,0,Segment 0 — Emerging Risk
3224-DFQNQ,2,Segment 2 — High-Value At-Risk
3227-WLKLI,2,Segment 2 — High-Value At-Risk
3229-USWAR,0,Segment 0 — Emerging Risk
3230-IUALN,2,Segment 2 — High-Value At-Risk
3230-JCNZS,2,Segment 2 — High-Value At-Risk
3230-WYKIR,0,Segment 0 — Emerging Risk
3234-VKACU,0,Segment 0 — Emerging Risk
3235-ETOOB,0,Segment 0 — Emerging Risk
3237-AJGEH,0,Segment 0 — Emerging Risk
3239-TPHPZ,1,Segment 1 — High-Value Stable
3243-ZHOHY,1,Segment 1 — High-Value Stable
3244-CQPHU,2,Segment 2 — High-Value At-Risk
3244-DCJWY,0,Segment 0 — Emerging Risk
3247-MHJKM,1,Segment 1 — High-Value Stable
3247-ZVOUO,0,Segment 0 — Emerging Risk
3249-VHRIP,2,Segment 2 — High-Value At-Risk
3249-ZPQRG,0,Segment 0 — Emerging Risk
3251-YMVWZ,1,Segment 1 — High-Value Stable
3253-HKOKL,2,Segment 2 — High-Value At-Risk
3254-YRILK,0,Segment 0 — Emerging Risk
3255-GRXMG,0,Segment 0 — Emerging Risk
3256-EZDBI,0,Segment 0 — Emerging Risk
3258-SANFR,0,Segment 0 — Emerging Risk
3258-SYSWS,2,Segment 2 — High-Value At-Risk
3258-ZKPAI,2,Segment 2 — High-Value At-Risk
3259-FDWOY,2,Segment 2 — High-Value At-Risk
3259-KNMRR,2,Segment 2 — High-Value At-Risk
3259-QMXUN,2,Segment 2 — High-Value At-Risk
3261-CQXOL,1,Segment 1 — High-Value Stable
3262-EIDHV,2,Segment 2 — High-Value At-Risk
3266-FTKHB,1,Segment 1 — High-Value Stable
3269-ATYWD,0,Segment 0 — Emerging Risk
3272-VUHPV,0,Segment 0 — Emerging Risk
3274-NSDWE,1,Segment 1 — High-Value Stable
3275-RHRNE,2,Segment 2 — High-Value At-Risk
3276-HDUEG,0,Segment 0 — Emerging Risk
3278-FSIXX,0,Segment 0 — Emerging Risk
3279-DYZQM,1,Segment 1 — High-Value Stable
3280-MRDOF,0,Segment 0 — Emerging Risk
3280-NMUVX,1,Segment 1 — High-Value Stable
3282-ZISZV,2,Segment 2 — High-Value At-Risk
3283-WCWXT,1,Segment 1 — High-Value Stable
3284-SVCRO,1,Segment 1 — High-Value Stable
3285-UCQVC,0,Segment 0 — Emerging Risk
3292-PBZEJ,0,Segment 0 — Emerging Risk
3295-YVUSR,0,Segment 0 — Emerging Risk
3296-SILRA,0,Segment 0 — Emerging Risk
3298-QEICA,1,Segment 1 — High-Value Stable
3301-LSLWQ,0,Segment 0 — Emerging Risk
3301-VKTGC,2,Segment 2 — High-Value At-Risk
3307-TLCUD,0,Segment 0 — Emerging Risk
3308-DGHKL,1,Segment 1 — High-Value Stable
3308-JSGML,2,Segment 2 — High-Value At-Risk
3308-MHOOC,1,Segment 1 — High-Value Stable
3312-UUMZW,2,Segment 2 — High-Value At-Risk
3312-ZWLGF,0,Segment 0 — Emerging Risk
3313-QKNKB,2,Segment 2 — High-Value At-Risk
3315-IKYZQ,0,Segment 0 — Emerging Risk
3315-TOTBP,0,Segment 0 — Emerging Risk
3316-UWXUY,2,Segment 2 — High-Value At-Risk
