customer_id,churn_label,predicted_churn_probability,predicted_churn,risk_band,cltv,total_revenue,monthly_charge,satisfaction_score,churn_score,contract,offer,payment_method,internet_type,premium_tech_support
6898-MDLZW,No,0.10816184445311976,0,Low,5385,670.25,53.75,5,28,Month-to-Month,Offer D,Credit Card,DSL,Yes
9391-YZEJW,No,0.42092456515495336,0,Moderate,4778,7759.18,94.0,3,25,One Year,Offer B,Bank Withdrawal,Fiber Optic,No
3570-YUEKJ,No,0.019966238253016383,0,Low,3637,2443.77,49.55,5,43,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
1910-FMXJM,No,0.24364538388601678,0,Low,5544,4713.53,80.4,3,35,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
8791-GFXLZ,No,0.05416899859492105,0,Low,4244,1101.09,49.05,5,70,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
8178-EYZUO,Yes,0.8652383109376296,1,Very High,3378,4880.68,93.7,1,70,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
4990-ALDGW,No,0.035619969747464966,0,Low,6271,3326.41,20.75,3,60,Two Year,No Offer,Credit Card,No Internet Service,No
6402-ZFPPI,Yes,0.9712964361646463,1,Very High,4969,3572.7,102.8,1,94,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
2931-FSOHN,No,0.22369317271167694,0,Low,5254,1437.05,59.9,5,58,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
9668-PUGNU,No,0.024494523795172293,0,Low,4058,4100.98,24.5,4,38,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
2754-XBHTB,Yes,0.9629614875291376,1,Very High,3847,920.07,77.65,2,96,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
7147-AYBAA,No,0.267195950620359,0,Low,5402,3619.98,70.35,3,32,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
8823-RLPWL,No,0.028749441853455942,0,Low,4259,11032.77,110.65,4,22,Two Year,Offer A,Credit Card,Fiber Optic,No
6625-UTXEW,No,0.2621973021500163,0,Low,3097,1174.66,51.25,3,57,Month-to-Month,Offer D,Bank Withdrawal,Cable,No
6032-KRXXO,Yes,0.9456573559182508,1,Very High,5654,3657.15,90.25,2,84,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3347-YJZZE,No,0.017556929199099434,0,Low,4558,2406.97,80.1,4,70,Month-to-Month,No Offer,Credit Card,DSL,No
2717-HVIZY,No,0.046135845582006674,0,Low,2675,288.88,20.05,4,32,Month-to-Month,Offer E,Credit Card,No Internet Service,No
1307-TVUFB,No,0.04220824754399791,0,Low,2399,3911.52,79.35,4,79,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
2050-ONYDQ,No,0.0,0,Low,5352,1846.6,26.0,3,72,Two Year,No Offer,Credit Card,No Internet Service,No
0106-GHRQR,No,0.10104625672029788,0,Low,3360,1623.46,71.4,5,39,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
3318-ISQFQ,No,0.12259166425192262,0,Low,5409,632.4,19.5,3,28,Month-to-Month,Offer D,Bank Withdrawal,No Internet Service,No
2722-JMONI,Yes,0.9881160864985924,1,Very High,4989,73.79,49.55,1,76,Month-to-Month,Offer E,Bank Withdrawal,Cable,No
4199-QHJNM,No,0.08877533446960378,0,Low,5869,10251.26,102.9,3,52,Two Year,Offer A,Bank Withdrawal,Fiber Optic,Yes
3190-FZATL,No,0.020675807371715735,0,Low,5770,837.64,19.95,5,71,Month-to-Month,No Offer,Credit Card,No Internet Service,No
9279-CJEOJ,No,0.3079385341009999,0,Moderate,5691,2810.5,95.4,4,47,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3312-ZWLGF,No,0.22702281052382015,0,Low,3172,2720.5,79.3,5,21,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
5959-BELXA,Yes,0.975233430346803,1,Very High,2246,3833.65,96.15,2,79,Month-to-Month,Offer C,Credit Card,Fiber Optic,No
6918-UMQCG,No,0.46318504118158027,0,Moderate,3391,628.55,80.2,3,46,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
4295-YURET,No,0.033757461357395276,0,Low,6357,4556.43,72.6,4,79,Two Year,Offer B,Credit Card,DSL,Yes
2428-ZMCTB,No,0.0899090841560264,0,Low,3926,411.15,19.75,3,62,Month-to-Month,Offer D,Credit Card,No Internet Service,No
4140-WJAWW,Yes,0.682846338731066,1,High,3799,138.9,19.85,1,91,Month-to-Month,No Offer,Credit Card,No Internet Service,No
8645-KWHJO,No,0.23376380625821397,0,Low,4900,771.95,55.0,3,23,Month-to-Month,Offer D,Bank Withdrawal,DSL,Yes
5673-TIYIB,Yes,0.9133473335047595,1,Very High,3620,77.15,40.4,3,86,Month-to-Month,Offer E,Credit Card,DSL,Yes
7779-LGOVN,Yes,0.9503208682485225,1,Very High,4990,1321.65,86.65,1,84,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
7054-ENNGU,No,0.08492071966944807,0,Low,4623,579.91,50.85,4,26,Month-to-Month,No Offer,Credit Card,Cable,No
5504-WSIUR,No,0.19052697194780288,0,Low,5327,7423.95,90.25,3,33,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
3976-HXHCE,No,0.037953036586416064,0,Low,4722,4708.8,19.3,4,42,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
1686-STUHN,No,0.05203963234760021,0,Low,3575,2476.98,19.8,3,39,One Year,No Offer,Bank Withdrawal,No Internet Service,No
0297-RBCSG,No,0.10105390939943872,0,Low,2051,2085.86,65.35,4,39,One Year,No Offer,Bank Withdrawal,DSL,Yes
6050-FFXES,No,0.03742928827952264,0,Low,5268,8304.26,105.35,5,34,Two Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
7801-CEDNV,No,0.015013226785777538,0,Low,3560,1665.02,48.7,3,30,One Year,No Offer,Credit Card,DSL,No
4565-NLZBV,No,0.004775817365458799,0,Low,4015,4789.42,24.65,4,42,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
2040-VZIKE,No,0.1770499922357984,0,Low,5417,7043.04,100.85,3,53,Month-to-Month,No Offer,Mailed Check,Fiber Optic,No
4628-CTTLA,Yes,0.8080283399422218,1,Very High,4917,2191.45,39.3,1,66,Month-to-Month,Offer B,Bank Withdrawal,DSL,No
6614-FHDBO,No,0.1704875000905877,0,Low,4551,10406.22,109.2,3,26,Two Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
0430-IHCDJ,No,0.24916174015239984,0,Low,2597,925.5,49.0,3,25,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
0607-DAAHE,Yes,0.05351882690129712,0,Low,6265,2441.48,19.75,3,66,Two Year,Offer B,Bank Withdrawal,No Internet Service,No
4753-PADAS,No,0.09675417404008325,0,Low,5027,8522.77,105.7,4,68,One Year,Offer A,Bank Withdrawal,Fiber Optic,No
5456-ITGIC,No,0.006694039919773431,0,Low,5295,4641.1,64.45,5,68,Two Year,No Offer,Credit Card,DSL,Yes
7244-QWYHG,No,0.03147775530139001,0,Low,5363,2188.45,44.45,4,54,One Year,Offer B,Bank Withdrawal,DSL,Yes
1925-TIBLE,Yes,0.9726514516600205,1,Very High,3887,760.77,86.5,1,74,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
6075-QMNRR,No,0.06569663625452432,0,Low,6334,4559.91,49.75,3,26,Month-to-Month,Offer B,Bank Withdrawal,DSL,No
8205-MQUGY,No,0.0457914605138591,0,Low,3582,766.11,49.2,3,37,Month-to-Month,Offer D,Bank Withdrawal,Cable,No
1121-QSIVB,No,0.06649320109647425,0,Low,5044,3694.18,77.55,3,43,One Year,Offer B,Credit Card,DSL,No
7595-EHCDL,No,0.0446361204793673,0,Low,3087,1653.45,50.6,3,40,Month-to-Month,No Offer,Credit Card,DSL,No
8752-GHJFU,No,0.017564296418852904,0,Low,4322,9183.8,92.0,3,66,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
4274-DRSQT,No,0.032782637442225454,0,Low,5868,8107.48,88.9,5,27,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
7218-HKQFK,Yes,0.9710174664423568,1,Very High,3715,205.08,94.2,2,72,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
1047-NNCBF,No,0.3477708132852387,0,Moderate,5790,1551.95,70.55,3,59,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
2324-EFHVG,No,0.05351801634653169,0,Low,5617,9625.13,104.4,4,38,Two Year,No Offer,Bank Withdrawal,Fiber Optic,No
8217-QYOHV,No,0.07434884905874074,0,Low,4545,421.55,55.75,4,22,Month-to-Month,Offer E,Credit Card,Cable,Yes
1303-SRDOK,No,0.01709814747312098,0,Low,4318,5375.45,69.05,3,67,Two Year,Offer B,Credit Card,Fiber Optic,No
0357-NVCRI,No,0.034359991852492,0,Low,2192,793.45,20.05,5,24,Month-to-Month,Offer C,Credit Card,No Internet Service,No
4979-HPRFL,No,0.00278250617147489,0,Low,5137,3482.36,24.15,4,21,Two Year,Offer B,Bank Withdrawal,No Internet Service,No
4686-GEFRM,No,0.09599245660537038,0,Low,5582,10025.7,98.7,3,57,Two Year,Offer A,Bank Withdrawal,Fiber Optic,Yes
1116-DXXDF,No,0.05668540407111942,0,Low,2698,5281.36,100.45,4,45,Two Year,No Offer,Bank Withdrawal,Fiber Optic,No
1329-VHWNP,No,0.13569649239825624,0,Low,4404,189.95,25.05,4,63,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
4902-OHLSK,Yes,0.9298510647581282,1,Very High,4235,3471.17,98.65,1,93,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
7349-ALMUX,No,0.024341620216918592,0,Low,3183,3735.71,65.6,4,27,Two Year,No Offer,Bank Withdrawal,Cable,Yes
3890-RTCMS,No,0.069653925881782,0,Low,3446,1574.2,49.45,4,49,Month-to-Month,No Offer,Credit Card,DSL,Yes
6682-QJDGB,Yes,0.6808471543898491,1,High,2810,2462.4,55.25,1,65,Month-to-Month,No Offer,Mailed Check,DSL,No
5622-UEJFI,No,0.009159519841148796,0,Low,5070,2096.05,25.4,3,38,Two Year,No Offer,Credit Card,No Internet Service,No
5060-TQUQN,No,0.09039100182568685,0,Low,3558,2877.4,83.55,3,31,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
8901-UPRHR,No,0.019321481417833134,0,Low,6130,10881.61,109.2,4,68,Two Year,Offer A,Bank Withdrawal,Fiber Optic,Yes
8750-QWZAJ,No,0.0,0,Low,5169,4769.55,19.8,4,22,Two Year,Offer A,Bank Withdrawal,No Internet Service,No
1987-AUELQ,No,0.014564678569545316,0,Low,6334,5057.34,25.05,5,52,Two Year,No Offer,Credit Card,No Internet Service,No
2840-XANRC,Yes,0.9645110205526076,1,Very High,2212,2617.45,93.15,2,73,Month-to-Month,Offer C,Bank Withdrawal,Cable,No
9961-JBNMK,Yes,0.9603930400505586,1,Very High,4317,2907.77,96.8,1,87,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
9921-EZKBY,No,0.08348158277680438,0,Low,3087,3617.03,95.3,4,38,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,No
8714-EUHJO,Yes,0.8948625331775054,1,Very High,5219,4194.22,91.15,2,83,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
4039-HEUNW,Yes,0.8477021647933843,1,Very High,4652,4034.06,96.5,3,82,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
4680-KUTAJ,No,0.04217153336188165,0,Low,5014,596.51,55.6,4,80,Two Year,No Offer,Bank Withdrawal,DSL,No
9650-VBUOG,No,0.0075815238172254095,0,Low,3772,2221.75,25.05,3,73,Two Year,Offer C,Credit Card,No Internet Service,No
3521-HTQTV,No,0.04341251738506411,0,Low,2026,1676.33,26.1,3,46,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
2419-FSORS,No,0.059007860814095967,0,Low,4394,8488.46,108.4,4,33,Two Year,Offer A,Bank Withdrawal,Fiber Optic,Yes
7688-AWMDX,No,0.020786394219488212,0,Low,4957,7208.92,54.5,3,57,Two Year,No Offer,Bank Withdrawal,DSL,Yes
2235-EZAIK,No,0.023209998651215823,0,Low,4288,7035.42,79.2,4,79,Two Year,Offer A,Credit Card,DSL,Yes
1641-BYBTK,No,0.036977822691127565,0,Low,3478,199.81,20.2,4,75,Month-to-Month,No Offer,Credit Card,No Internet Service,No
1262-OPMFY,Yes,0.6543902001878505,1,High,5105,941.65,75.75,3,92,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
5146-YYFRZ,No,0.00449388293703207,0,Low,6212,2338.19,19.95,5,80,Two Year,Offer A,Bank Withdrawal,No Internet Service,No
9646-NMHXE,No,0.014785511195436725,0,Low,2021,1280.48,19.65,5,77,Two Year,No Offer,Credit Card,No Internet Service,No
4742-DRORA,No,0.030012876885774732,0,Low,4149,6137.8,95.4,4,46,One Year,Offer B,Bank Withdrawal,Fiber Optic,No
9571-EDEBV,No,0.035942784306235126,0,Low,5101,9427.97,98.65,5,28,One Year,No Offer,Credit Card,Fiber Optic,No
6211-WWLTF,No,0.07519139366263088,0,Low,5135,8019.43,99.7,3,39,Two Year,Offer B,Credit Card,Fiber Optic,No
8138-EALND,No,0.045324732645490654,0,Low,4123,363.95,19.75,5,29,Month-to-Month,No Offer,Credit Card,No Internet Service,No
6620-HVDUJ,No,0.025300250000087093,0,Low,5095,2009.79,60.45,5,56,Month-to-Month,Offer C,Bank Withdrawal,DSL,Yes
7945-HLKEA,No,0.039831538030353615,0,Low,6408,6436.5,64.75,3,25,One Year,No Offer,Bank Withdrawal,DSL,Yes
3441-CGZJH,No,0.028918979102536976,0,Low,2725,2740.55,60.4,3,61,One Year,No Offer,Credit Card,DSL,Yes
3481-JHUZH,No,0.04272206880022926,0,Low,5757,5051.81,80.25,5,49,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,No
8417-GSODA,No,0.0403640299887003,0,Low,5116,2937.47,92.2,4,26,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
3647-GMGDH,Yes,0.7498002102399969,1,High,5615,2746.5,94.7,2,72,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
7976-CICYS,No,0.031661528798388724,0,Low,3027,191.91,20.7,4,76,Month-to-Month,No Offer,Credit Card,No Internet Service,No
4632-XJMEX,No,0.020269060696582797,0,Low,6281,5953.43,62.85,4,24,One Year,Offer B,Credit Card,Cable,Yes
8182-PNAGI,Yes,0.7973077293146132,1,High,3624,1272.71,50.25,1,67,Month-to-Month,No Offer,Bank Withdrawal,DSL,Yes
0488-GSLFR,Yes,0.9998428119315732,1,Very High,3365,77.81,69.5,1,91,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0947-IDHRQ,Yes,0.8889750118647212,1,Very High,3949,811.17,80.3,2,75,Month-to-Month,No Offer,Mailed Check,Fiber Optic,No
3633-CDBUW,No,0.042945813821157766,0,Low,3913,2276.59,80.85,5,24,One Year,No Offer,Bank Withdrawal,DSL,Yes
0314-TKOSI,No,0.13697001757939867,0,Low,5377,364.78,55.15,4,42,Month-to-Month,Offer E,Mailed Check,Cable,No
6078-VESFR,No,0.21713564186754417,0,Low,5225,1324.51,70.45,5,53,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3325-FUYCG,Yes,0.8627751886497693,1,Very High,3770,3116.76,106.1,1,85,One Year,Offer C,Bank Withdrawal,Fiber Optic,No
8887-IPQNC,No,0.1091534659502556,0,Low,5014,533.46,44.25,5,58,Month-to-Month,No Offer,Credit Card,DSL,No
9079-LWTFD,No,0.13005976750643825,0,Low,2508,6912.51,100.75,3,27,Month-to-Month,No Offer,Credit Card,Fiber Optic,Yes
5550-VFRLC,Yes,0.998341873516559,1,Very High,5056,153.3,69.85,1,68,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
4988-IQIGL,Yes,0.9989934496252167,1,Very High,4403,103.84,75.35,3,92,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0301-FIDRB,No,0.00517041485420429,0,Low,6107,4684.3,63.8,4,32,Two Year,No Offer,Bank Withdrawal,DSL,Yes
5609-CEBID,Yes,0.9591389482338764,1,Very High,2666,2837.0,94.1,1,87,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
7268-WNTCP,No,0.003678054917525081,0,Low,5746,1413.29,20.45,4,21,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
5966-EMAZU,No,0.16711775798030237,0,Low,4576,7137.49,108.5,3,22,One Year,Offer B,Credit Card,Fiber Optic,Yes
4778-IZARL,No,0.054394111369410844,0,Low,6216,6906.04,110.1,3,26,Two Year,No Offer,Credit Card,Fiber Optic,Yes
7026-YMSBE,No,0.00575230307375918,0,Low,3302,1362.15,19.7,4,59,One Year,No Offer,Mailed Check,No Internet Service,No
1017-FBQMM,No,0.01705806990847373,0,Low,6361,7636.6,106.05,4,69,One Year,Offer B,Credit Card,Fiber Optic,Yes
8784-CGILN,Yes,0.9126007738232439,1,Very High,3068,2433.77,99.85,1,91,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
6467-CHFZW,Yes,0.6230202243928592,1,High,5789,6222.6,99.35,1,77,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3996-ZNWYK,No,0.0033333333333333335,0,Low,5819,3668.97,19.8,4,69,Two Year,No Offer,Credit Card,No Internet Service,No
4324-BZCKL,No,0.0453336154381676,0,Low,2530,608.7,55.55,5,41,Month-to-Month,No Offer,Credit Card,DSL,No
7881-EVUAD,Yes,0.9662284665553733,1,Very High,4648,72.4,42.6,2,79,Month-to-Month,Offer E,Bank Withdrawal,DSL,No
3207-OYBWH,Yes,0.9163907640638088,1,Very High,6259,8259.33,95.25,2,86,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
6180-YBIQI,No,0.5835118713984887,1,Moderate,4015,100.2,24.3,3,61,Month-to-Month,Offer E,Credit Card,DSL,No
5609-IMCGG,No,0.23701317363271918,0,Low,3314,1395.95,84.35,3,35,Month-to-Month,Offer D,Credit Card,Fiber Optic,No
7511-YMXVQ,Yes,0.9140694230016235,1,Very High,5028,438.8,45.4,1,81,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
6064-PUPMC,No,0.0023879086827293997,0,Low,4021,2294.13,57.2,3,69,One Year,No Offer,Credit Card,DSL,Yes
7969-AULMZ,Yes,0.43444767935035,0,Moderate,4321,2309.76,97.35,3,89,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0257-ZESQC,Yes,0.8810838820280547,1,Very High,4517,2118.89,75.2,1,91,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
4847-QNOKA,Yes,0.9990545753493961,1,Very High,2632,86.68,44.9,2,76,Month-to-Month,Offer E,Bank Withdrawal,DSL,No
6248-BSHKG,No,0.013227400701611573,0,Low,5897,3147.34,20.4,3,77,One Year,Offer B,Credit Card,No Internet Service,No
6693-DJWTY,No,0.01822225821426927,0,Low,5964,2456.05,55.6,3,80,One Year,No Offer,Credit Card,DSL,No
6598-KELSS,No,0.0235745343981017,0,Low,5409,2208.05,43.05,3,41,One Year,Offer B,Bank Withdrawal,DSL,No
6527-PZFPV,No,0.015910817824201662,0,Low,4654,1089.81,20.8,5,48,One Year,Offer C,Credit Card,No Internet Service,No
3780-DDGSE,No,0.03236988661939179,0,Low,5479,3243.85,76.05,5,38,One Year,Offer C,Bank Withdrawal,DSL,Yes
5057-LCOUI,Yes,0.12143277489057702,0,Low,4119,2011.4,50.75,3,94,Month-to-Month,Offer C,Bank Withdrawal,DSL,No
8344-WFMFH,No,0.1238766131877519,0,Low,4738,732.81,50.1,4,56,Month-to-Month,Offer E,Bank Withdrawal,Cable,No
2504-DSHIH,No,0.34522737779819546,0,Moderate,5788,2955.42,86.8,3,38,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
5199-FPUSP,No,0.04172583839668015,0,Low,3044,1113.95,34.05,3,73,One Year,No Offer,Credit Card,Cable,Yes
8456-QDAVC,No,0.3930931496561742,0,Moderate,2464,2029.71,78.7,3,20,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0078-XZMHT,No,0.045801912017231196,0,Low,6322,8646.12,85.15,3,76,Two Year,No Offer,Bank Withdrawal,DSL,Yes
6910-HADCM,Yes,0.9962780420598404,1,Very High,5613,83.61,76.35,2,67,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
4343-EJVQB,No,0.11479892166078874,0,Low,2463,545.29,74.35,4,51,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
6469-QJKZW,No,0.2573372330104806,0,Low,2198,274.76,20.15,3,26,Month-to-Month,No Offer,Bank Withdrawal,No Internet Service,No
4472-LVYGI,No,0.06706926354300506,0,Low,2578,525.5,52.55,3,36,Two Year,No Offer,Bank Withdrawal,Cable,Yes
5982-XMDEX,No,0.02116330125693712,0,Low,4404,3889.7,26.5,3,46,Two Year,Offer B,Bank Withdrawal,No Internet Service,No
0533-UCAAU,No,0.04624762453073663,0,Low,5462,6885.22,71.1,5,40,One Year,No Offer,Credit Card,DSL,No
9625-QNLUX,No,0.005977823171152317,0,Low,4751,8560.88,103.25,4,22,Two Year,No Offer,Credit Card,Fiber Optic,No
6008-NAIXK,No,0.17306767396153222,0,Low,4521,2966.95,55.45,3,58,One Year,No Offer,Bank Withdrawal,DSL,No
6030-REHUX,No,0.0770513976695741,0,Low,3906,4483.16,110.85,4,58,One Year,Offer C,Bank Withdrawal,Fiber Optic,Yes
8984-EYLLL,No,0.04728518982401095,0,Low,5682,9371.25,105.25,4,72,Two Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
2272-QAGFO,Yes,0.8135338225061636,1,Very High,5342,1587.23,74.3,3,71,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
7663-RGWBC,Yes,0.9962780420598404,1,Very High,4773,52.92,44.15,1,90,Month-to-Month,No Offer,Credit Card,DSL,No
7486-KSRVI,Yes,0.8246023353260155,1,Very High,4760,6044.46,100.0,1,93,One Year,Offer B,Bank Withdrawal,Fiber Optic,Yes
1052-QJIBV,No,0.004873835683258003,0,Low,6015,2852.09,19.9,3,53,Two Year,Offer A,Credit Card,No Internet Service,No
6772-WFQRD,No,0.030642819572657843,0,Low,3200,1878.75,20.4,5,59,One Year,Offer B,Bank Withdrawal,No Internet Service,No
4832-VRBMR,No,0.5237381162059243,1,Moderate,6441,7874.7,103.15,3,51,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
0870-VEMYL,Yes,0.851593161372531,1,Very High,5435,368.44,53.85,1,74,Month-to-Month,Offer E,Credit Card,Cable,Yes
3709-OIJEA,No,0.05448528866500414,0,Low,5156,2957.32,85.2,5,52,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
7156-MXBJE,No,0.20787489618573718,0,Low,2319,3799.32,85.1,3,5,One Year,No Offer,Credit Card,DSL,Yes
9385-NXKDA,No,0.006636099166621476,0,Low,4324,7163.51,82.65,3,42,Two Year,Offer A,Credit Card,DSL,No
6729-FZWSY,No,0.032078678956710585,0,Low,5343,1802.3,19.45,4,57,One Year,Offer A,Credit Card,No Internet Service,No
3557-HTYWR,No,0.03979635156017251,0,Low,2831,5642.79,74.05,4,75,Two Year,No Offer,Credit Card,DSL,Yes
9809-IMGCQ,Yes,0.9496555198134409,1,Very High,4458,3066.91,96.7,1,93,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
6178-KFNHS,Yes,0.9006412319162475,1,Very High,3545,1338.85,78.3,1,91,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
2481-SBOYW,No,0.0,0,Low,4673,3453.4,25.0,4,54,Two Year,Offer B,Credit Card,No Internet Service,No
0235-KGSLC,Yes,0.9990545753493961,1,Very High,3967,118.89,85.55,2,86,Month-to-Month,Offer E,Credit Card,Fiber Optic,No
5129-JLPIS,No,0.16808004202786778,0,Low,5822,2946.05,105.5,3,75,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
5016-ETTFF,Yes,0.2727765175344477,0,Low,3797,295.25,29.5,3,69,Month-to-Month,Offer D,Credit Card,DSL,No
2335-GSODA,No,0.01834825452588451,0,Low,2327,857.75,40.1,4,24,Two Year,No Offer,Credit Card,DSL,Yes
0365-TRTPY,No,0.08717629223491632,0,Low,5135,3816.31,91.2,3,44,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3413-DHLPB,No,0.04399395654382981,0,Low,6237,6139.75,103.75,4,53,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,Yes
6284-KMNUF,No,0.0723870292171692,0,Low,4615,7370.6,98.0,3,25,One Year,Offer B,Bank Withdrawal,Fiber Optic,No
2038-OEQZH,No,0.2653130400921072,0,Low,3653,485.54,86.05,5,55,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
2960-NKRSO,No,0.2693121682135651,0,Low,5421,2335.87,85.95,3,52,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
3230-JCNZS,No,0.0023879086827293997,0,Low,4305,8178.48,99.0,3,74,Two Year,Offer A,Credit Card,Fiber Optic,No
1394-SUIUH,No,0.02873990077651425,0,Low,2672,5625.86,85.15,4,45,Two Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
2150-OEGBV,No,7.829915003120762e-05,0,Low,3428,1464.4,20.1,5,28,One Year,No Offer,Bank Withdrawal,No Internet Service,No
7301-ABVAD,No,0.08436517184226658,0,Low,4530,6947.38,86.6,3,37,Two Year,No Offer,Bank Withdrawal,Cable,Yes
8022-BECSI,No,0.02117013300328054,0,Low,2203,872.62,19.6,5,37,One Year,No Offer,Credit Card,No Internet Service,No
6029-WTIPC,Yes,0.9893220880532738,1,Very High,4424,5152.27,101.1,1,87,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,No
1530-ZTDOZ,No,0.04963301876926048,0,Low,5565,2070.75,40.65,4,29,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
9534-NSXEM,No,0.021796706722006943,0,Low,2194,1415.28,20.65,3,79,One Year,Offer C,Credit Card,No Internet Service,No
8108-UXRQN,No,0.11986271203890989,0,Low,3443,565.35,50.55,3,28,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
8752-STIVR,Yes,0.8022216315491364,1,Very High,2085,413.43,79.0,3,69,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
4803-AXVYP,Yes,0.9479649893553541,1,Very High,3474,5535.07,99.55,1,91,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,Yes
4690-PKDQG,No,0.4939140851815201,0,Moderate,4121,4891.98,95.55,3,26,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
6365-MTGZX,Yes,0.8916245202323412,1,Very High,3068,2716.69,96.0,1,71,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
7435-ZNUYY,No,0.13917733419559256,0,Low,4439,189.62,20.6,3,20,One Year,Offer E,Credit Card,No Internet Service,No
5687-DKDTV,Yes,0.0785193550876058,0,Low,5984,228.14,20.35,3,76,Month-to-Month,No Offer,Credit Card,No Internet Service,No
8592-PLTMQ,No,0.038407623414731515,0,Low,5655,1900.67,24.7,5,32,One Year,Offer B,Mailed Check,No Internet Service,No
1436-ZMJAN,No,0.06776195179956121,0,Low,2709,1023.95,67.8,5,79,Month-to-Month,Offer D,Credit Card,Cable,No
4701-MLJPN,Yes,0.15232240247355283,0,Low,2933,1773.08,55.25,3,78,Month-to-Month,Offer C,Bank Withdrawal,DSL,Yes
4445-ZJNMU,No,0.7190384675875673,1,High,3540,962.04,99.3,3,69,Month-to-Month,Offer E,Credit Card,Fiber Optic,No
