customer_id,customer_status,churn_label,churn_score,cltv,monthly_charge,total_revenue,satisfaction_score,contract,payment_method,offer,internet_type,premium_tech_support,gender,age,senior_citizen,state,city
1228-ZLNBX,Stayed,No,50,2847,75.30,1639.16,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Male,25,No,California,Farmington
1229-RCALF,Stayed,No,45,5189,115.00,10368.31,4,One Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,37,No,California,San Jose
1230-QAJDW,Joined,No,43,2562,65.25,337.94,5,Month-to-Month,Credit Card,No Offer,Cable,Yes,Male,32,No,California,Somes Bar
1231-YNDEK,Stayed,No,25,6339,19.15,2706.78,5,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Male,49,No,California,Redding
1236-WFCDV,Churned,Yes,96,4777,90.45,1424.44,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Male,74,Yes,California,Greenbrae
1237-WIYYZ,Stayed,No,28,2386,19.55,581.31,4,Month-to-Month,Credit Card,Offer D,No Internet Service,No,Female,49,No,California,Los Angeles
1240-HCBOH,Stayed,No,42,6466,26.10,4660.65,3,Two Year,Credit Card,No Offer,No Internet Service,No,Female,45,No,California,Windsor
1240-KNSEZ,Churned,Yes,95,4933,20.10,60.93,3,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Male,63,No,California,San Diego
1241-EZFMJ,Stayed,No,41,6015,25.45,2241.93,4,Two Year,Bank Withdrawal,Offer B,No Internet Service,No,Male,48,No,California,Ontario
1241-FPMOF,Stayed,No,24,5157,19.65,2168.01,4,Two Year,Credit Card,No Offer,No Internet Service,No,Male,31,No,California,Seal Beach
1245-HARPS,Stayed,No,73,4556,20.40,496.94,3,Two Year,Credit Card,No Offer,No Internet Service,No,Female,46,No,California,Janesville
1247-QBVSH,Stayed,No,49,5284,50.20,2798.92,4,Month-to-Month,Mailed Check,Offer B,DSL,No,Female,41,No,California,Santa Margarita
1248-DYXUB,Stayed,No,76,5320,24.80,3326.26,5,Two Year,Credit Card,Offer B,No Internet Service,No,Male,42,No,California,Lemon Grove
1251-KRREG,Churned,Yes,81,2556,54.40,202.72,3,Month-to-Month,Credit Card,No Offer,DSL,No,Male,22,No,California,North Hollywood
1251-STYSZ,Stayed,No,20,3828,80.25,368.70,4,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,66,Yes,California,Glenhaven
1254-IZEYF,Churned,Yes,96,5362,99.95,4406.81,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,74,Yes,California,Cutler
1257-SXUXQ,Stayed,No,79,4573,19.45,126.25,3,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Male,20,No,California,Jenner
1258-YMZNM,Stayed,No,56,4997,110.50,3823.12,3,One Year,Bank Withdrawal,Offer C,Fiber Optic,No,Female,70,Yes,California,Montara
1260-TTRXI,Churned,Yes,87,5834,54.30,435.90,2,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Male,64,No,California,Planada
1261-FWTTE,Stayed,No,67,2307,34.65,768.45,4,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Male,78,Yes,California,Los Angeles
1262-OPMFY,Churned,Yes,92,5105,75.75,941.65,3,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Female,46,No,California,San Diego
1264-BYWMS,Churned,Yes,82,4089,96.80,7889.85,1,Month-to-Month,Bank Withdrawal,Offer B,Fiber Optic,No,Male,40,No,California,La Grange
1264-FUHCX,Stayed,No,20,5913,56.30,2780.60,5,One Year,Credit Card,Offer B,DSL,Yes,Female,51,No,California,San Diego
1265-BCFEO,Stayed,No,75,4518,80.45,7549.43,5,Two Year,Bank Withdrawal,Offer A,Cable,Yes,Female,30,No,California,Alamo
1265-HVPZB,Stayed,No,64,6432,66.40,4905.74,3,One Year,Credit Card,No Offer,DSL,No,Male,49,No,California,Winnetka
1265-XTECC,Churned,Yes,86,5957,96.55,6716.54,1,One Year,Credit Card,No Offer,Fiber Optic,No,Female,68,Yes,California,Madera
1265-ZFOSD,Stayed,No,74,5254,81.30,6170.00,4,Two Year,Mailed Check,No Offer,Cable,Yes,Female,33,No,California,Stonyford
1266-NZYUI,Stayed,No,32,6264,66.85,5813.60,3,Two Year,Bank Withdrawal,Offer A,DSL,Yes,Female,56,No,California,Lee Vining
1268-ASBGA,Churned,Yes,66,5769,85.35,1534.03,2,Month-to-Month,Credit Card,Offer D,Fiber Optic,No,Female,66,Yes,California,Huntington Park
1269-FOYWN,Stayed,No,72,3743,20.00,2482.69,3,One Year,Bank Withdrawal,No Offer,No Internet Service,No,Male,23,No,California,Phillipsville
1270-XKUCC,Stayed,No,38,5045,19.70,934.96,3,Two Year,Credit Card,No Offer,No Internet Service,No,Female,24,No,California,San Diego
1271-SJBGZ,Churned,Yes,74,2437,43.65,526.95,1,Month-to-Month,Bank Withdrawal,No Offer,DSL,Yes,Male,77,Yes,California,Forest Knolls
1271-UODNO,Stayed,No,79,2380,53.85,2364.64,3,Two Year,Credit Card,No Offer,DSL,Yes,Male,60,No,California,San Jose
1272-ILHFG,Stayed,No,71,5928,19.65,591.85,5,One Year,Credit Card,Offer D,No Internet Service,No,Male,48,No,California,La Habra
1273-MTETI,Churned,Yes,74,2754,88.85,423.89,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,69,Yes,California,Rancho Cucamonga
1282-IHQAC,Stayed,No,68,4022,44.05,3011.65,3,One Year,Credit Card,Offer A,Cable,No,Male,68,Yes,California,Sheep Ranch
1285-OKIPP,Churned,Yes,91,3394,79.90,103.10,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,62,No,California,Mission Hills
1291-CUOCY,Stayed,No,64,5444,110.60,8273.24,3,Two Year,Credit Card,No Offer,Fiber Optic,Yes,Male,55,No,California,Yorkville
1293-BSEUN,Stayed,No,40,4528,20.70,1979.10,5,Two Year,Credit Card,No Offer,No Internet Service,No,Female,64,No,California,Volcano
1293-HHSHJ,Stayed,No,79,5707,21.10,1558.72,4,One Year,Credit Card,Offer C,No Internet Service,No,Female,61,No,California,Montrose
1297-VQDRP,Stayed,No,66,4324,107.15,9613.28,5,One Year,Credit Card,Offer A,Fiber Optic,Yes,Male,80,Yes,California,Foothill Ranch
1298-PHBTI,Stayed,No,43,5952,84.80,8542.97,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,40,No,California,Los Angeles
1299-AURJA,Stayed,No,59,5907,24.70,3809.00,4,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,43,No,California,Twain Harte
1301-LOPVR,Stayed,No,70,5138,55.35,1636.95,3,One Year,Credit Card,No Offer,DSL,Yes,Male,62,No,California,North Hollywood
1302-TPUBN,Stayed,No,23,5637,19.35,2641.98,3,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Male,58,No,California,West Sacramento
1302-UHBDD,Stayed,No,33,4812,89.95,2617.65,4,Two Year,Bank Withdrawal,Offer D,Fiber Optic,No,Male,70,Yes,California,Ladera Ranch
1303-SRDOK,Stayed,No,67,4318,69.05,5375.45,3,Two Year,Credit Card,Offer B,Fiber Optic,No,Female,52,No,California,Rio Dell
1304-BCCFO,Stayed,No,69,4900,70.05,698.59,3,Month-to-Month,Mailed Check,No Offer,Cable,No,Male,24,No,California,Redlands
1304-NECVQ,Churned,Yes,92,5203,78.55,237.47,2,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Female,69,Yes,California,Somis
1304-SEGFY,Stayed,No,22,4508,97.85,7025.62,4,Two Year,Bank Withdrawal,Offer A,Fiber Optic,No,Female,57,No,California,National City
1306-RPWXZ,Stayed,No,20,4784,20.45,2577.95,4,Two Year,Credit Card,No Offer,No Internet Service,No,Female,60,No,California,Mc Farland
1307-ATKGB,Stayed,No,41,2007,89.55,2856.99,5,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,21,No,California,Santa Clara
1307-TVUFB,Stayed,No,79,2399,79.35,3911.52,4,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Male,66,Yes,California,Santa Ynez
1309-BXVOQ,Churned,Yes,69,3584,106.10,2708.38,1,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,Yes,Male,27,No,California,Old Station
1309-XGFSN,Stayed,No,76,6090,80.85,4445.63,3,One Year,Bank Withdrawal,No Offer,DSL,No,Male,72,Yes,California,Pinon Hills
1310-QRITU,Stayed,No,65,5877,50.30,1603.06,3,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,40,No,California,Hinkley
1319-YLZJG,Stayed,No,31,2499,84.60,1427.90,4,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,62,No,California,Dutch Flat
1320-GVNHT,Stayed,No,20,4419,108.40,9804.61,4,Two Year,Credit Card,No Offer,Fiber Optic,No,Male,56,No,California,Glendale
1320-HTRDR,Churned,Yes,79,5948,75.50,363.13,2,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Female,30,No,California,Fellows
1320-REHCS,Stayed,No,46,4993,110.75,7023.82,5,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,75,Yes,California,Inglewood
1322-AGOQM,Churned,Yes,95,2243,30.30,1380.10,2,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Male,57,No,California,Mather
1323-OOEPC,Churned,Yes,87,6481,98.40,7361.72,2,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Female,45,No,California,Prather
1324-NLTJE,Churned,Yes,94,3167,55.00,1014.95,1,Month-to-Month,Credit Card,Offer D,DSL,Yes,Female,73,Yes,California,Emeryville
1325-USMEC,Stayed,No,53,4120,99.35,10304.50,3,Two Year,Credit Card,Offer A,Fiber Optic,No,Male,58,No,California,Pearblossom
1328-EUZHC,Stayed,No,30,4329,20.10,830.22,4,Two Year,Credit Card,No Offer,No Internet Service,No,Female,59,No,California,Carson
1329-VHWNP,Stayed,No,63,4404,25.05,189.95,4,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,42,No,California,Grover Beach
1333-PBMXB,Stayed,No,70,6466,24.75,2901.13,3,One Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,40,No,California,Santa Ana
1334-FJSVR,Churned,Yes,85,2846,24.25,24.25,1,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Male,64,No,California,Sequoia National Park
1334-PDUKM,Stayed,No,39,4480,86.45,6576.63,5,One Year,Credit Card,Offer A,Fiber Optic,No,Female,48,No,California,Palomar Mountain
1335-HQMKX,Stayed,No,25,4497,101.35,10642.35,4,One Year,Bank Withdrawal,Offer A,Fiber Optic,No,Female,49,No,California,Los Angeles
1335-MXCSE,Stayed,No,42,5821,55.25,5683.45,3,Two Year,Credit Card,No Offer,DSL,Yes,Male,24,No,California,Shoshone
1335-NTIUC,Stayed,No,24,5473,24.95,190.25,5,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Male,61,No,California,Pacoima
1336-EZFZY,Stayed,No,30,4596,20.05,186.50,4,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Female,33,No,California,Kings Beach
1337-BOZWO,Stayed,No,35,4003,46.40,812.40,5,One Year,Credit Card,No Offer,DSL,No,Male,25,No,California,Canby
1338-CECEE,Stayed,No,54,3877,68.50,3358.36,4,One Year,Bank Withdrawal,No Offer,DSL,No,Male,28,No,California,Mount Hermon
1342-JPNKI,Churned,Yes,85,2966,86.05,893.30,3,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,33,No,California,Lake Forest
1343-EHPYB,Churned,Yes,91,4352,103.40,9686.85,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,61,No,California,San Diego
1345-GKDZZ,Stayed,No,69,2309,19.55,233.78,4,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Male,20,No,California,Riverside
1345-ZUKID,Stayed,No,39,2400,19.35,689.08,3,One Year,Mailed Check,Offer D,No Internet Service,No,Male,24,No,California,Magalia
1346-PJWTK,Stayed,No,70,4806,94.15,6813.38,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,Yes,Male,63,No,California,Corona
1346-UFHAX,Stayed,No,78,5577,80.00,1467.32,3,Month-to-Month,Credit Card,Offer D,Fiber Optic,No,Female,59,No,California,Woodbridge
1347-KTTTA,Stayed,No,58,6398,102.45,9245.46,3,One Year,Credit Card,Offer B,Fiber Optic,Yes,Male,22,No,California,Canyon Country
1349-WXNGG,Churned,Yes,66,4710,20.05,32.05,2,Month-to-Month,Bank Withdrawal,No Offer,No Internet Service,No,Male,57,No,California,Glendale
1352-HNSAW,Stayed,No,65,5633,115.60,10858.08,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,26,No,California,Aliso Viejo
1352-VHKAJ,Stayed,No,52,3773,71.60,2462.95,5,Month-to-Month,Bank Withdrawal,No Offer,Cable,Yes,Male,30,No,California,Berkeley
1353-GHZOS,Stayed,No,31,3947,59.75,1507.01,3,One Year,Bank Withdrawal,Offer D,DSL,No,Male,22,No,California,San Diego
1353-LJWEM,Stayed,No,58,2726,60.90,955.62,3,Month-to-Month,Bank Withdrawal,Offer D,DSL,Yes,Male,23,No,California,Cottonwood
1354-YZFNB,Stayed,No,57,5573,19.55,185.16,4,Two Year,Credit Card,Offer E,No Internet Service,No,Male,53,No,California,Mad River
1355-KUSBG,Stayed,No,51,4785,48.80,413.50,4,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Female,56,No,California,Fall River Mills
1356-MKYSK,Stayed,No,68,2724,78.65,772.84,3,Month-to-Month,Credit Card,Offer E,DSL,Yes,Male,44,No,California,Castro Valley
1357-BIJKI,Stayed,No,62,5154,98.25,6769.65,4,One Year,Bank Withdrawal,Offer B,Fiber Optic,No,Male,46,No,California,Mission Viejo
1357-MVDOZ,Stayed,No,71,2136,59.65,915.79,3,Month-to-Month,Bank Withdrawal,Offer D,DSL,No,Male,25,No,California,Firebaugh
1360-JYXKQ,Stayed,No,54,4118,99.10,6627.80,5,One Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,68,Yes,California,South Gate
1360-RCYRT,Stayed,No,62,4960,30.35,678.75,4,Month-to-Month,Bank Withdrawal,Offer D,DSL,Yes,Male,45,No,California,Forest Knolls
1360-XFJMR,Stayed,No,24,4017,109.70,8531.69,4,One Year,Credit Card,No Offer,Fiber Optic,Yes,Female,50,No,California,Washington
1363-TXLSL,Churned,Yes,91,4962,70.30,109.40,1,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Male,80,Yes,California,San Lucas
1370-GGAWX,Stayed,No,70,3924,94.15,5934.73,5,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,55,No,California,Beverly Hills
1371-DWPAZ,Stayed,No,30,4740,56.05,560.50,4,Two Year,Credit Card,No Offer,DSL,Yes,Female,64,No,California,Redcrest
1371-OJCEK,Stayed,No,70,4200,24.35,1789.86,5,One Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,25,No,California,Standish
1371-WEPDS,Stayed,No,78,3587,55.80,3475.70,3,One Year,Bank Withdrawal,No Offer,DSL,No,Male,71,Yes,California,Chowchilla
1373-ORVIZ,Churned,Yes,91,2860,66.35,913.39,1,Month-to-Month,Bank Withdrawal,Offer D,DSL,Yes,Female,62,No,California,Modesto
1374-DMZUI,Churned,Yes,91,5419,94.30,622.45,2,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Female,65,Yes,California,San Ramon
1376-HHBDV,Stayed,No,71,4864,48.80,1858.95,3,Month-to-Month,Credit Card,Offer C,DSL,No,Female,37,No,California,Santa Monica
1379-FRVEB,Stayed,No,48,4602,91.00,1883.35,4,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,31,No,California,San Bernardino
1383-EZRWL,Churned,Yes,89,5595,20.05,502.39,2,Month-to-Month,Mailed Check,Offer E,No Internet Service,No,Female,62,No,California,Long Beach
1384-RCUXW,Stayed,No,24,5183,80.55,1795.78,4,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Male,58,No,California,French Gulch
1385-TQOZW,Stayed,No,41,2392,20.45,561.46,4,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Female,32,No,California,Branscomb
1386-ZIKUV,Stayed,No,26,4097,18.95,362.81,5,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Male,42,No,California,Glenhaven
1389-CXMLU,Churned,Yes,91,2194,91.05,368.06,2,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Male,65,Yes,California,Downey
1389-WNUIB,Stayed,No,69,4085,76.00,1957.25,4,One Year,Bank Withdrawal,No Offer,Cable,No,Female,21,No,California,San Diego
1391-UBDAR,Stayed,No,71,3042,72.90,1020.08,3,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,27,No,California,Riverside
1393-IMKZG,Joined,No,23,3270,95.85,98.55,4,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,50,No,California,Fullerton
1394-SUIUH,Stayed,No,45,2672,85.15,5625.86,4,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,70,Yes,California,Mount Shasta
1395-OFUWC,Stayed,No,70,4741,29.30,1224.05,3,Month-to-Month,Credit Card,Offer B,Cable,No,Male,44,No,California,Los Angeles
1395-WSWXR,Stayed,No,43,4117,20.75,1627.29,3,Two Year,Credit Card,No Offer,No Internet Service,No,Male,40,No,California,Weldon
1396-QWFBJ,Churned,Yes,91,5630,74.05,1672.17,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,32,No,California,Rancho Santa Margarita
1397-XKKWR,Stayed,No,39,3463,35.30,264.80,4,One Year,Credit Card,No Offer,DSL,No,Male,47,No,California,San Jose
1399-OUPJN,Stayed,No,80,4235,19.75,1970.87,5,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,43,No,California,Bellflower
1399-UBQIU,Stayed,No,47,2288,69.35,889.79,3,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Male,35,No,California,Orange
1400-MMYXY,Churned,Yes,71,2715,105.90,458.55,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,71,Yes,California,Alhambra
1400-WIVLL,Stayed,No,24,4687,107.95,6926.31,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,31,No,California,Oakdale
1401-FTHFQ,Stayed,No,62,2170,20.00,1002.36,5,One Year,Credit Card,Offer D,No Internet Service,No,Male,64,No,California,Culver City
1402-PTHGN,Stayed,No,67,3479,61.50,1813.93,4,One Year,Credit Card,Offer D,DSL,Yes,Female,22,No,California,Elk Grove
1403-GYAFU,Stayed,No,64,4485,20.05,4760.15,3,Two Year,Credit Card,Offer A,No Internet Service,No,Male,47,No,California,Irvine
1403-LKLIK,Stayed,No,62,3342,20.10,1516.60,3,One Year,Credit Card,No Offer,No Internet Service,No,Female,23,No,California,Olympic Valley
1406-PUQVY,Joined,No,39,3239,49.90,56.25,5,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Male,29,No,California,Madison
1407-DIGZV,Joined,No,30,3863,19.10,187.99,5,Two Year,Mailed Check,No Offer,No Internet Service,No,Female,32,No,California,Redding
1409-PHXTF,Stayed,No,77,4425,110.45,7835.99,4,Two Year,Bank Withdrawal,Offer B,Fiber Optic,Yes,Male,77,Yes,California,Lemon Grove
1410-RSCMR,Stayed,No,30,3459,71.35,865.61,3,Month-to-Month,Credit Card,No Offer,Cable,Yes,Male,47,No,California,Edwards
1414-YADCW,Stayed,No,39,5679,84.60,5781.10,3,Two Year,Bank Withdrawal,Offer A,Fiber Optic,Yes,Male,45,No,California,Deer Park
1415-YFWLT,Churned,Yes,85,3067,89.30,119.53,1,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Female,68,Yes,California,Shaver Lake
1421-HCERK,Stayed,No,54,2455,105.70,4186.20,5,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,75,Yes,California,Lakeshore
1422-DGUBX,Stayed,No,43,2735,79.25,3981.71,5,One Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,64,No,California,Sacramento
1423-BMPBQ,Joined,No,44,2400,19.00,47.28,4,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Female,62,No,California,Anaheim
1427-VERSM,Stayed,No,44,5141,98.70,6061.50,4,Month-to-Month,Bank Withdrawal,Offer B,Fiber Optic,Yes,Female,62,No,California,Shasta
1428-GTBJJ,Churned,Yes,81,4601,74.55,884.15,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,20,No,California,Jenner
1428-IEDPR,Stayed,No,33,5624,109.30,6869.15,4,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,54,No,California,Sacramento
1429-UYJSV,Stayed,No,62,3423,19.70,700.70,4,One Year,Credit Card,Offer D,No Internet Service,No,Female,57,No,California,San Jose
1430-SFQSA,Stayed,No,74,3898,35.60,1072.60,4,One Year,Mailed Check,Offer C,DSL,Yes,Male,46,No,California,Stockton
1431-AIDJQ,Stayed,No,32,2281,82.10,2656.56,4,Two Year,Credit Card,Offer C,Cable,Yes,Male,44,No,California,Walnut Creek
1431-CYWMH,Stayed,No,30,4312,19.05,1475.95,3,Month-to-Month,Bank Withdrawal,Offer D,No Internet Service,No,Female,35,No,California,Fish Camp
1432-FPAXX,Churned,Yes,77,3615,30.60,856.35,2,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,53,No,California,Beale Afb
1436-ZMJAN,Stayed,No,79,2709,67.80,1023.95,5,Month-to-Month,Credit Card,Offer D,Cable,No,Female,62,No,California,Gerber
1439-LCGVL,Stayed,No,39,3656,19.20,505.10,3,One Year,Credit Card,Offer C,No Internet Service,No,Female,42,No,California,Los Angeles
1442-BQPVU,Stayed,No,71,2876,29.15,357.15,4,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,33,No,California,Culver City
1442-OKRJE,Stayed,No,80,4663,103.15,9635.00,4,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Male,40,No,California,Los Angeles
1444-VVSGW,Churned,Yes,91,5563,115.65,9180.75,2,One Year,Credit Card,Offer A,Fiber Optic,Yes,Male,51,No,California,Los Molinos
1447-GIQMR,Churned,Yes,87,4179,69.15,71.35,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,54,No,California,Los Angeles
1447-PJGGA,Churned,Yes,93,5789,95.25,6465.00,1,Two Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,39,No,California,San Diego
1448-CYWKC,Stayed,No,59,4605,105.20,8685.15,4,One Year,Credit Card,No Offer,Fiber Optic,No,Female,61,No,California,Coronado
1448-PWKYE,Churned,Yes,88,2046,80.00,115.71,1,Month-to-Month,Bank Withdrawal,Offer E,Cable,No,Male,48,No,California,Shafter
1449-XQEMT,Churned,Yes,79,4323,19.80,103.51,1,Month-to-Month,Mailed Check,Offer E,No Internet Service,No,Male,33,No,California,Susanville
1450-GALXR,Churned,Yes,74,5184,98.50,1313.55,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,33,No,California,Friant
1450-SKCVI,Churned,Yes,72,5276,73.85,6085.89,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,22,No,California,Del Mar
1452-KIOVK,Stayed,No,43,4459,89.10,2599.28,4,Month-to-Month,Credit Card,Offer D,Fiber Optic,No,Male,42,No,California,Los Angeles
1452-UZOSF,Stayed,No,21,4890,106.10,8040.73,3,Two Year,Credit Card,Offer A,Fiber Optic,Yes,Male,31,No,California,Guerneville
1452-VOQCH,Joined,No,28,4120,75.10,79.63,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,61,No,California,Hinkley
1452-XRSJV,Stayed,No,63,3154,51.05,2653.34,3,Month-to-Month,Credit Card,No Offer,DSL,No,Female,59,No,California,Oakland
1453-RZFON,Joined,No,54,5969,49.90,58.90,3,Month-to-Month,Credit Card,Offer E,Cable,No,Female,39,No,California,Cantua Creek
1455-ESIQH,Churned,Yes,79,2905,89.10,105.16,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,44,No,California,Oakland
1455-HFBXA,Stayed,No,62,6069,91.60,5624.84,3,Two Year,Credit Card,Offer B,Fiber Optic,Yes,Male,61,No,California,Bethel Island
1455-UGQVH,Churned,Yes,91,4501,98.50,1048.65,2,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,35,No,California,Acampo
1456-TWCGB,Stayed,No,37,3272,49.25,360.49,3,Month-to-Month,Mailed Check,No Offer,Cable,No,Male,34,No,California,Bakersfield
1459-QNFQT,Stayed,No,27,4031,59.50,4121.08,4,Two Year,Bank Withdrawal,Offer A,DSL,Yes,Male,21,No,California,San Jose
1460-UZPRJ,Stayed,No,72,5971,19.95,3066.55,4,Two Year,Credit Card,No Offer,No Internet Service,No,Male,39,No,California,Heber
1465-LNTLJ,Stayed,No,78,4537,64.40,786.26,5,Two Year,Credit Card,Offer E,Cable,Yes,Male,78,Yes,California,Santa Barbara
1465-VINDH,Churned,Yes,78,3596,102.10,1389.55,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Female,31,No,California,Los Angeles
1465-WCZVT,Joined,No,31,4943,19.65,151.67,4,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Female,44,No,California,Badger
1468-DEFNC,Stayed,No,68,4772,24.40,3922.41,3,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Male,69,Yes,California,San Jose
1469-LBJQJ,Stayed,No,20,4016,105.20,9724.03,4,Month-to-Month,Bank Withdrawal,Offer A,Fiber Optic,No,Female,39,No,California,Victorville
1470-PSXNM,Stayed,No,65,5542,93.65,6254.94,3,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Male,27,No,California,San Diego
1471-GIQKQ,Joined,No,32,5230,49.95,94.93,3,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,37,No,California,Niland
1472-TNCWL,Stayed,No,76,4671,94.70,4279.30,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,55,No,California,El Sobrante
1474-JUWSM,Stayed,No,62,5269,68.40,5537.67,3,One Year,Bank Withdrawal,No Offer,Cable,Yes,Female,24,No,California,Lynwood
1475-VWVDO,Stayed,No,52,5335,74.90,732.68,3,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Male,55,No,California,Dos Palos
1478-VPOAD,Joined,No,31,4633,43.80,81.30,5,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Female,39,No,California,Calpine
1480-BKXGA,Stayed,No,64,4404,116.05,10063.54,3,Two Year,Bank Withdrawal,Offer A,Fiber Optic,Yes,Male,75,Yes,California,Mentone
1480-IVEVR,Stayed,No,60,2300,81.60,2960.85,3,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Male,76,Yes,California,Montara
1481-ZUWZA,Churned,Yes,80,5433,94.50,3653.96,1,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Male,52,No,California,Klamath
1482-OXZSY,Stayed,No,37,3778,100.40,3454.05,3,Month-to-Month,Bank Withdrawal,Offer C,Fiber Optic,No,Male,45,No,California,Freedom
1485-YDHMM,Stayed,No,56,4740,93.25,5219.30,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,49,No,California,San Ardo
1488-PBLJN,Stayed,No,33,4055,116.85,10769.46,3,Two Year,Bank Withdrawal,Offer A,Fiber Optic,Yes,Female,63,No,California,San Diego
1488-SYSFC,Stayed,No,79,2990,20.65,954.65,4,Month-to-Month,Bank Withdrawal,No Offer,No Internet Service,No,Male,31,No,California,Arcadia
